# Time-averaged data for fix avgcoord
# TimeStep c_ac50 c_ac75 c_ac100 c_ac125
211000 0 0 2.196 8.934
212000 0 0 2.262 8.962
213000 0 0 2.308 8.944
214000 0 0 2.268 8.922
215000 0 0 2.32 8.934
216000 0 0 2.352 8.938
217000 0 0 2.22 8.95
218000 0 0 2.328 8.914
219000 0 0 2.216 8.928
220000 0 0 2.274 8.918
221000 0 0 2.258 8.924
222000 0 0 2.28 8.922
223000 0 0 2.202 8.934
224000 0 0 2.294 8.944
225000 0 0 2.254 8.922
226000 0 0 2.268 8.936
227000 0 0 2.232 8.936
228000 0 0 2.348 8.926
229000 0 0 2.368 8.942
230000 0 0 2.246 8.954
231000 0 0 2.264 8.904
232000 0 0 2.334 8.934
233000 0 0 2.398 8.914
234000 0 0 2.322 8.924
235000 0 0 2.358 8.926
236000 0 0 2.332 8.93
237000 0 0 2.408 8.89
238000 0 0 2.312 8.878
239000 0 0 2.34 8.906
240000 0 0 2.222 8.898
241000 0 0 2.246 8.902
242000 0 0 2.27 8.936
243000 0 0 2.24 8.88
244000 0 0 2.322 8.894
245000 0 0 2.35 8.898
246000 0 0 2.296 8.878
247000 0 0 2.32 8.888
248000 0 0 2.32 8.91
249000 0 0 2.22 8.902
250000 0 0 2.292 8.922
251000 0 0 2.264 8.922
252000 0 0 2.274 8.908
253000 0 0 2.306 8.926
254000 0 0 2.354 8.908
255000 0 0 2.324 8.894
256000 0 0 2.306 8.914
257000 0 0 2.276 8.92
258000 0 0 2.394 8.89
259000 0 0 2.424 8.872
260000 0 0 2.284 8.922
261000 0 0 2.26 8.918
262000 0 0 2.35 8.912
263000 0 0 2.282 8.928
264000 0 0 2.24 8.938
265000 0 0 2.312 8.92
266000 0 0 2.336 8.906
267000 0 0 2.276 8.926
268000 0 0 2.268 8.938
269000 0 0 2.318 8.93
270000 0 0 2.292 8.908
271000 0 0 2.368 8.936
272000 0 0 2.31 8.916
273000 0 0 2.356 8.9
274000 0 0 2.298 8.922
275000 0 0 2.31 8.916
276000 0 0 2.41 8.944
277000 0 0 2.32 8.918
278000 0 0 2.262 8.934
279000 0 0 2.272 8.912
280000 0 0 2.436 8.9
281000 0 0 2.396 8.888
282000 0 0 2.394 8.948
283000 0 0 2.308 8.926
284000 0 0 2.276 8.928
285000 0 0 2.296 8.932
286000 0 0 2.32 8.934
287000 0 0 2.246 8.91
288000 0 0 2.356 8.9
289000 0 0 2.304 8.928
290000 0 0 2.374 8.91
291000 0 0 2.294 8.938
292000 0 0 2.278 8.92
293000 0 0 2.404 8.922
294000 0 0 2.332 8.898
295000 0 0 2.39 8.926
296000 0 0 2.302 8.92
297000 0 0 2.334 8.934
298000 0 0 2.256 8.926
299000 0 0 2.322 8.91
300000 0 0 2.34 8.928
301000 0 0 2.322 8.91
302000 0 0 2.356 8.898
303000 0 0 2.38 8.914
304000 0 0 2.326 8.93
305000 0 0 2.27 8.926
306000 0 0 2.31 8.904
307000 0 0 2.242 8.906
308000 0 0 2.286 8.876
309000 0 0 2.248 8.906
310000 0 0 2.358 8.898
311000 0 0 2.376 8.908
312000 0 0 2.36 8.886
313000 0 0 2.316 8.896
314000 0 0 2.3 8.914
315000 0 0 2.32 8.904
316000 0 0 2.412 8.928
317000 0 0 2.236 8.924
318000 0 0 2.25 8.938
319000 0 0 2.28 8.934
320000 0 0 2.366 8.902
321000 0 0 2.272 8.914
322000 0 0 2.148 8.916
323000 0 0 2.316 8.936
324000 0 0 2.432 8.898
325000 0 0 2.296 8.928
326000 0 0 2.218 8.928
327000 0 0 2.32 8.912
328000 0 0 2.328 8.936
329000 0 0 2.212 8.956
330000 0 0 2.184 8.946
331000 0 0 2.35 8.926
332000 0 0 2.322 8.924
333000 0 0 2.32 8.926
334000 0 0 2.324 8.94
335000 0 0 2.274 8.93
336000 0 0 2.156 8.952
337000 0 0 2.204 8.944
338000 0 0 2.262 8.962
339000 0 0 2.226 8.948
340000 0 0 2.316 8.912
341000 0 0 2.286 8.964
342000 0 0 2.262 8.946
343000 0 0 2.154 8.976
344000 0 0 2.228 8.964
345000 0 0 2.254 8.914
346000 0 0 2.224 8.954
347000 0 0 2.256 8.954
348000 0 0 2.294 8.976
349000 0 0 2.266 8.932
350000 0 0 2.328 8.918
351000 0 0 2.35 8.928
352000 0 0 2.37 8.93
353000 0 0 2.362 8.972
354000 0 0 2.336 8.94
355000 0 0 2.332 8.92
356000 0 0 2.294 8.914
357000 0 0 2.232 8.94
358000 0 0 2.274 8.944
359000 0 0 2.238 8.982
360000 0 0 2.342 8.96
361000 0 0 2.224 8.932
362000 0 0 2.278 8.936
363000 0 0 2.25 8.954
364000 0 0 2.342 8.936
365000 0 0 2.246 8.948
366000 0 0 2.39 8.97
367000 0 0 2.196 8.95
368000 0 0 2.294 8.944
369000 0 0 2.244 8.938
370000 0 0 2.218 8.954
371000 0 0 2.258 8.982
372000 0 0 2.324 8.924
373000 0 0 2.25 8.924
374000 0 0 2.308 8.942
375000 0 0 2.262 8.966
376000 0 0 2.308 8.964
377000 0 0 2.364 8.966
378000 0 0 2.242 8.978
379000 0 0 2.3 8.948
380000 0 0 2.23 8.962
381000 0 0 2.316 8.93
382000 0 0 2.366 8.954
383000 0 0 2.224 8.934
384000 0 0 2.27 8.948
385000 0 0 2.292 8.952
386000 0 0 2.268 8.942
387000 0 0 2.296 8.948
388000 0 0 2.298 8.938
389000 0 0 2.29 8.958
390000 0 0 2.342 8.962
391000 0 0 2.29 8.926
392000 0 0 2.26 8.956
393000 0 0 2.312 8.96
394000 0 0 2.274 8.952
395000 0 0 2.316 8.962
396000 0 0 2.314 8.978
397000 0 0 2.274 8.988
398000 0 0 2.314 8.976
399000 0 0 2.284 8.968
400000 0 0 2.31 8.938
401000 0 0 2.278 8.948
402000 0 0 2.338 8.958
403000 0 0 2.224 8.98
404000 0 0 2.372 8.946
405000 0 0 2.328 8.924
406000 0 0 2.308 8.96
407000 0 0 2.22 8.936
408000 0 0 2.29 8.972
409000 0 0 2.296 8.954
410000 0 0 2.276 8.958
411000 0 0 2.274 8.948
412000 0 0 2.378 8.944
413000 0 0 2.31 8.958
414000 0 0 2.266 8.968
415000 0 0 2.312 8.932
416000 0 0 2.366 8.922
417000 0 0 2.312 8.936
418000 0 0 2.296 8.958
419000 0 0 2.35 8.968
420000 0 0 2.268 8.95
421000 0 0 2.28 8.93
422000 0 0 2.316 8.944
423000 0 0 2.308 8.962
424000 0 0 2.396 8.958
425000 0 0 2.266 8.954
426000 0 0 2.208 8.958
427000 0 0 2.29 8.934
428000 0 0 2.278 8.946
429000 0 0 2.264 8.916
430000 0 0 2.384 8.964
431000 0 0 2.312 8.982
432000 0 0 2.28 8.952
433000 0 0 2.314 8.978
434000 0 0 2.274 8.946
435000 0 0 2.342 8.954
436000 0 0 2.366 8.948
437000 0 0 2.266 8.952
438000 0 0 2.23 8.962
439000 0 0 2.332 8.924
440000 0 0 2.296 8.954
441000 0 0 2.198 8.974
442000 0 0 2.336 8.956
443000 0 0 2.346 8.962
444000 0 0 2.424 8.936
445000 0 0 2.254 8.968
446000 0 0 2.286 8.974
447000 0 0 2.26 8.948
448000 0 0 2.332 8.914
449000 0 0 2.336 8.928
450000 0 0 2.296 8.974
451000 0 0 2.392 8.956
452000 0 0 2.328 8.972
453000 0 0 2.316 8.964
454000 0 0 2.366 8.95
455000 0 0 2.358 8.974
456000 0 0 2.296 8.946
457000 0 0 2.266 8.934
458000 0 0 2.274 8.968
459000 0 0 2.28 8.934
460000 0 0 2.224 8.936
461000 0 0 2.318 8.95
462000 0 0 2.3 8.962
463000 0 0 2.29 8.962
464000 0 0 2.352 8.96
465000 0 0 2.274 8.972
466000 0 0 2.42 8.95
467000 0 0 2.336 8.954
468000 0 0 2.374 8.928
469000 0 0 2.332 8.95
470000 0 0 2.348 8.962
