# Time-averaged data for fix avgcoord
# TimeStep c_ac1 c_ac2
1000 0.722 2.462
2000 0.827 3.017
3000 0.868 3.316
4000 0.904 3.59
5000 0.934 3.81
6000 0.94 3.932
7000 0.963 4.014
8000 0.969 4.069
9000 0.974 4.134
10000 0.981 4.191
11000 0.987 4.223
12000 0.999 4.26
13000 0.994 4.292
14000 1.002 4.317
15000 1.007 4.349
16000 1.012 4.378
17000 1.017 4.398
18000 1.012 4.416
19000 1.015 4.44
20000 1.014 4.463
21000 1.014 4.48
22000 1.018 4.52
23000 1.018 4.52
24000 1.022 4.522
25000 1.021 4.554
26000 1.02 4.565
27000 1.02 4.573
28000 1.029 4.578
29000 1.02 4.58
30000 1.028 4.573
31000 1.026 4.571
32000 1.022 4.587
33000 1.027 4.588
34000 1.026 4.593
35000 1.024 4.593
36000 1.026 4.596
37000 1.021 4.603
38000 1.027 4.609
39000 1.036 4.625
40000 1.037 4.635
41000 1.032 4.645
42000 1.04 4.644
43000 1.034 4.648
44000 1.037 4.665
45000 1.036 4.675
46000 1.037 4.67
47000 1.032 4.681
48000 1.04 4.687
49000 1.035 4.707
50000 1.045 4.716
51000 1.043 4.716
52000 1.048 4.717
53000 1.04 4.722
54000 1.047 4.714
55000 1.043 4.695
56000 1.04 4.713
57000 1.042 4.728
58000 1.05 4.745
59000 1.052 4.752
60000 1.056 4.761
61000 1.056 4.763
62000 1.046 4.77
63000 1.044 4.77
64000 1.049 4.782
65000 1.048 4.786
66000 1.052 4.785
67000 1.048 4.781
68000 1.042 4.792
69000 1.041 4.789
70000 1.043 4.799
71000 1.039 4.79
72000 1.048 4.797
73000 1.046 4.795
74000 1.052 4.791
75000 1.047 4.812
76000 1.046 4.812
77000 1.046 4.806
78000 1.053 4.809
79000 1.051 4.808
80000 1.044 4.829
81000 1.048 4.813
82000 1.052 4.816
83000 1.045 4.804
84000 1.047 4.809
85000 1.046 4.813
86000 1.05 4.808
87000 1.05 4.817
88000 1.053 4.802
89000 1.051 4.827
90000 1.048 4.82
91000 1.047 4.817
92000 1.045 4.82
93000 1.051 4.82
94000 1.047 4.839
95000 1.048 4.831
96000 1.045 4.837
97000 1.045 4.839
98000 1.048 4.847
99000 1.044 4.846
100000 1.048 4.85
101000 1.044 4.855
102000 1.045 4.859
103000 1.047 4.856
104000 1.049 4.851
105000 1.046 4.864
106000 1.052 4.871
107000 1.048 4.866
108000 1.052 4.865
109000 1.055 4.87
110000 1.05 4.869
111000 1.046 4.866
112000 1.05 4.854
113000 1.051 4.864
114000 1.052 4.859
115000 1.04 4.858
116000 1.048 4.871
117000 1.048 4.866
118000 1.062 4.881
119000 1.057 4.889
120000 1.055 4.876
121000 1.053 4.882
122000 1.057 4.878
123000 1.047 4.88
124000 1.054 4.871
125000 1.055 4.892
126000 1.053 4.899
127000 1.06 4.894
128000 1.062 4.879
129000 1.053 4.892
130000 1.051 4.896
131000 1.051 4.903
132000 1.054 4.909
133000 1.055 4.893
134000 1.052 4.908
135000 1.05 4.905
136000 1.053 4.892
137000 1.048 4.91
138000 1.048 4.901
139000 1.055 4.901
140000 1.056 4.906
141000 1.051 4.902
142000 1.059 4.902
143000 1.057 4.909
144000 1.054 4.911
145000 1.063 4.914
146000 1.058 4.93
147000 1.057 4.913
148000 1.06 4.904
149000 1.062 4.912
150000 1.058 4.903
151000 1.062 4.918
152000 1.057 4.911
153000 1.059 4.913
154000 1.059 4.911
155000 1.056 4.912
156000 1.063 4.917
157000 1.063 4.912
158000 1.064 4.901
159000 1.062 4.908
160000 1.059 4.911
161000 1.058 4.913
162000 1.057 4.909
163000 1.06 4.932
164000 1.066 4.932
165000 1.064 4.929
166000 1.065 4.929
167000 1.064 4.928
168000 1.065 4.929
169000 1.069 4.941
170000 1.068 4.945
171000 1.068 4.944
172000 1.064 4.941
173000 1.065 4.954
174000 1.062 4.954
175000 1.066 4.948
176000 1.068 4.953
177000 1.067 4.944
178000 1.067 4.947
179000 1.067 4.955
180000 1.064 4.954
181000 1.071 4.956
182000 1.067 4.964
183000 1.069 4.941
184000 1.064 4.947
185000 1.067 4.951
186000 1.069 4.956
187000 1.068 4.951
188000 1.071 4.953
189000 1.07 4.968
