# Time-averaged data for fix avgcoord
# TimeStep c_ac1 c_ac2
1000 0.579 1.905
2000 0.552 1.916
3000 0.558 1.942
4000 0.563 2.001
5000 0.608 2.126
6000 0.585 2.013
7000 0.599 2.067
8000 0.608 2.154
9000 0.565 2.089
10000 0.558 2.102
11000 0.547 2.061
12000 0.57 2.15
13000 0.58 2.116
14000 0.591 2.109
15000 0.63 2.17
16000 0.592 2.158
17000 0.583 2.173
18000 0.593 2.171
19000 0.612 2.11
20000 0.605 2.153
21000 0.595 2.143
22000 0.614 2.098
23000 0.596 2.19
24000 0.577 2.115
25000 0.611 2.171
26000 0.589 2.217
27000 0.582 2.172
28000 0.581 2.143
29000 0.599 2.129
30000 0.564 2.174
31000 0.604 2.178
32000 0.591 2.103
33000 0.621 2.171
34000 0.586 2.14
35000 0.616 2.238
36000 0.608 2.196
37000 0.609 2.145
38000 0.618 2.16
39000 0.607 2.213
40000 0.583 2.141
41000 0.598 2.188
42000 0.605 2.191
43000 0.609 2.193
44000 0.596 2.282
45000 0.602 2.202
46000 0.609 2.181
47000 0.626 2.134
48000 0.608 2.18
49000 0.607 2.197
50000 0.601 2.225
51000 0.572 2.114
52000 0.612 2.12
53000 0.605 2.275
54000 0.593 2.193
55000 0.589 2.191
56000 0.587 2.161
57000 0.616 2.288
58000 0.598 2.214
59000 0.583 2.193
60000 0.609 2.181
61000 0.57 2.116
62000 0.61 2.132
63000 0.597 2.227
64000 0.606 2.18
65000 0.594 2.23
66000 0.592 2.2
67000 0.583 2.175
68000 0.58 2.196
69000 0.597 2.191
70000 0.592 2.136
71000 0.592 2.196
72000 0.587 2.181
73000 0.607 2.161
74000 0.59 2.168
75000 0.6 2.148
76000 0.612 2.172
77000 0.58 2.226
78000 0.585 2.271
79000 0.559 2.289
80000 0.566 2.18
81000 0.602 2.234
82000 0.603 2.235
83000 0.578 2.234
84000 0.589 2.203
85000 0.579 2.215
86000 0.599 2.247
87000 0.604 2.246
88000 0.571 2.283
89000 0.584 2.224
90000 0.585 2.291
91000 0.594 2.258
92000 0.585 2.225
93000 0.581 2.251
94000 0.613 2.185
95000 0.574 2.158
96000 0.595 2.179
97000 0.573 2.239
98000 0.604 2.2
99000 0.596 2.286
100000 0.597 2.227
101000 0.612 2.232
102000 0.582 2.194
103000 0.601 2.235
104000 0.575 2.179
105000 0.601 2.175
106000 0.582 2.238
107000 0.577 2.165
108000 0.595 2.201
109000 0.607 2.303
110000 0.586 2.246
111000 0.581 2.273
112000 0.576 2.192
113000 0.569 2.141
114000 0.586 2.214
115000 0.543 2.141
116000 0.581 2.203
117000 0.575 2.181
118000 0.597 2.223
119000 0.583 2.239
120000 0.594 2.242
121000 0.567 2.161
122000 0.568 2.182
123000 0.606 2.24
124000 0.58 2.204
125000 0.592 2.214
126000 0.577 2.229
127000 0.569 2.187
128000 0.594 2.23
129000 0.571 2.239
130000 0.564 2.274
131000 0.571 2.207
132000 0.603 2.241
133000 0.579 2.243
134000 0.56 2.192
135000 0.567 2.297
136000 0.569 2.257
137000 0.578 2.214
138000 0.58 2.182
139000 0.559 2.245
140000 0.576 2.18
141000 0.605 2.243
142000 0.566 2.19
143000 0.606 2.252
144000 0.558 2.258
145000 0.586 2.246
146000 0.582 2.29
147000 0.597 2.283
148000 0.577 2.191
149000 0.576 2.258
150000 0.592 2.23
151000 0.606 2.32
152000 0.579 2.225
153000 0.618 2.286
154000 0.576 2.31
155000 0.603 2.291
156000 0.601 2.189
157000 0.586 2.308
158000 0.591 2.273
159000 0.577 2.235
160000 0.587 2.225
161000 0.569 2.207
162000 0.592 2.228
163000 0.578 2.256
164000 0.581 2.217
165000 0.595 2.221
166000 0.562 2.234
167000 0.584 2.268
168000 0.609 2.269
169000 0.603 2.289
170000 0.588 2.256
171000 0.581 2.251
172000 0.579 2.187
173000 0.609 2.379
174000 0.6 2.326
175000 0.577 2.229
176000 0.574 2.212
177000 0.605 2.263
178000 0.589 2.239
179000 0.569 2.203
180000 0.581 2.283
181000 0.599 2.247
182000 0.57 2.262
183000 0.58 2.216
184000 0.577 2.283
185000 0.588 2.204
186000 0.596 2.268
187000 0.581 2.215
188000 0.588 2.198
189000 0.577 2.341
190000 0.602 2.292
191000 0.587 2.219
192000 0.598 2.344
193000 0.595 2.207
194000 0.593 2.195
195000 0.607 2.317
196000 0.585 2.271
197000 0.597 2.175
198000 0.604 2.282
199000 0.608 2.228
200000 0.582 2.288
201000 0.597 2.249
202000 0.585 2.313
203000 0.614 2.294
204000 0.601 2.245
205000 0.579 2.235
206000 0.587 2.285
207000 0.583 2.237
208000 0.566 2.328
209000 0.578 2.238
210000 0.551 2.233
211000 0.573 2.239
212000 0.596 2.286
213000 0.6 2.262
214000 0.619 2.283
215000 0.618 2.28
216000 0.588 2.27
217000 0.597 2.253
218000 0.566 2.18
219000 0.592 2.234
220000 0.602 2.28
221000 0.614 2.288
222000 0.6 2.21
223000 0.582 2.19
224000 0.598 2.288
225000 0.577 2.177
226000 0.617 2.303
227000 0.578 2.178
228000 0.595 2.285
229000 0.575 2.297
230000 0.577 2.307
231000 0.584 2.284
232000 0.562 2.296
233000 0.602 2.33
234000 0.583 2.249
235000 0.576 2.328
236000 0.576 2.32
237000 0.593 2.213
238000 0.59 2.236
239000 0.577 2.281
240000 0.575 2.169
241000 0.581 2.165
242000 0.58 2.286
243000 0.609 2.289
244000 0.587 2.289
245000 0.569 2.227
246000 0.563 2.307
247000 0.577 2.299
248000 0.574 2.338
249000 0.595 2.281
250000 0.568 2.322
251000 0.586 2.248
252000 0.58 2.346
253000 0.593 2.279
254000 0.58 2.226
255000 0.585 2.327
256000 0.612 2.352
257000 0.601 2.275
258000 0.596 2.268
259000 0.586 2.276
260000 0.608 2.326
261000 0.567 2.213
262000 0.577 2.229
263000 0.574 2.176
264000 0.584 2.316
265000 0.597 2.313
266000 0.61 2.27
267000 0.586 2.298
268000 0.58 2.284
269000 0.587 2.269
270000 0.594 2.238
271000 0.591 2.275
272000 0.587 2.271
273000 0.596 2.272
274000 0.599 2.221
275000 0.571 2.283
276000 0.6 2.362
277000 0.61 2.23
278000 0.56 2.25
279000 0.572 2.264
280000 0.589 2.281
281000 0.585 2.251
282000 0.567 2.251
283000 0.594 2.356
284000 0.558 2.226
285000 0.607 2.341
286000 0.569 2.253
287000 0.564 2.3
288000 0.562 2.29
289000 0.581 2.329
290000 0.564 2.232
291000 0.58 2.332
292000 0.561 2.299
293000 0.566 2.278
294000 0.593 2.251
295000 0.557 2.321
296000 0.564 2.316
297000 0.57 2.34
298000 0.569 2.275
299000 0.573 2.291
300000 0.579 2.185
301000 0.567 2.221
302000 0.589 2.301
303000 0.563 2.239
304000 0.595 2.245
305000 0.579 2.323
306000 0.59 2.286
307000 0.596 2.23
308000 0.584 2.282
309000 0.57 2.32
310000 0.575 2.211
311000 0.584 2.274
312000 0.578 2.266
313000 0.582 2.26
314000 0.576 2.296
315000 0.574 2.244
316000 0.581 2.203
317000 0.55 2.176
318000 0.597 2.277
319000 0.581 2.219
320000 0.571 2.253
321000 0.586 2.296
322000 0.573 2.185
323000 0.604 2.288
324000 0.599 2.217
325000 0.591 2.275
326000 0.583 2.231
327000 0.592 2.196
328000 0.587 2.271
329000 0.592 2.24
330000 0.587 2.281
331000 0.573 2.241
332000 0.627 2.331
333000 0.588 2.248
334000 0.57 2.26
335000 0.592 2.244
336000 0.595 2.273
337000 0.58 2.29
338000 0.605 2.289
339000 0.562 2.168
340000 0.597 2.257
341000 0.597 2.281
342000 0.553 2.293
343000 0.592 2.234
344000 0.602 2.244
345000 0.596 2.19
346000 0.59 2.24
347000 0.564 2.17
348000 0.584 2.166
349000 0.598 2.236
350000 0.59 2.228
351000 0.584 2.304
352000 0.57 2.2
353000 0.554 2.168
354000 0.568 2.238
355000 0.576 2.244
356000 0.583 2.215
357000 0.607 2.321
358000 0.565 2.167
359000 0.58 2.32
360000 0.584 2.318
361000 0.571 2.277
362000 0.59 2.306
363000 0.579 2.249
364000 0.587 2.247
365000 0.597 2.249
366000 0.586 2.264
367000 0.555 2.171
368000 0.6 2.27
369000 0.613 2.329
370000 0.564 2.29
371000 0.572 2.322
372000 0.594 2.286
373000 0.581 2.261
374000 0.597 2.281
375000 0.576 2.276
376000 0.582 2.254
377000 0.576 2.352
378000 0.594 2.184
379000 0.589 2.221
380000 0.564 2.19
381000 0.611 2.301
382000 0.572 2.286
383000 0.595 2.275
384000 0.588 2.24
385000 0.606 2.284
386000 0.603 2.269
387000 0.617 2.305
388000 0.638 2.228
389000 0.615 2.253
390000 0.59 2.292
391000 0.592 2.294
392000 0.581 2.221
393000 0.587 2.351
394000 0.584 2.288
395000 0.571 2.249
396000 0.578 2.24
397000 0.596 2.286
398000 0.627 2.337
399000 0.59 2.254
400000 0.59 2.328
401000 0.563 2.175
402000 0.587 2.287
403000 0.609 2.327
404000 0.577 2.153
405000 0.609 2.259
406000 0.606 2.222
407000 0.593 2.293
408000 0.609 2.321
409000 0.6 2.232
410000 0.603 2.271
411000 0.603 2.319
412000 0.599 2.289
413000 0.595 2.293
414000 0.561 2.255
415000 0.583 2.217
416000 0.592 2.296
417000 0.582 2.274
418000 0.588 2.136
419000 0.584 2.26
420000 0.602 2.272
421000 0.59 2.17
422000 0.573 2.195
423000 0.58 2.26
424000 0.609 2.275
425000 0.586 2.314
426000 0.583 2.223
427000 0.574 2.198
428000 0.581 2.305
429000 0.599 2.321
430000 0.577 2.203
431000 0.579 2.345
432000 0.599 2.291
433000 0.591 2.219
434000 0.587 2.311
435000 0.603 2.219
436000 0.57 2.264
437000 0.576 2.236
438000 0.608 2.254
439000 0.598 2.312
440000 0.609 2.301
441000 0.593 2.339
442000 0.582 2.252
443000 0.583 2.269
444000 0.614 2.294
445000 0.562 2.226
446000 0.596 2.244
447000 0.558 2.306
448000 0.606 2.274
449000 0.605 2.277
450000 0.611 2.345
451000 0.574 2.232
452000 0.584 2.306
453000 0.586 2.276
454000 0.61 2.266
455000 0.571 2.259
456000 0.579 2.237
457000 0.568 2.238
458000 0.598 2.244
459000 0.58 2.28
460000 0.59 2.192
461000 0.621 2.245
462000 0.58 2.24
463000 0.583 2.351
464000 0.592 2.308
465000 0.569 2.281
466000 0.606 2.29
467000 0.607 2.343
468000 0.578 2.302
469000 0.593 2.335
470000 0.577 2.251
471000 0.571 2.247
472000 0.592 2.246
473000 0.578 2.274
474000 0.601 2.289
475000 0.603 2.237
476000 0.602 2.336
477000 0.596 2.33
478000 0.606 2.28
479000 0.6 2.302
480000 0.561 2.341
481000 0.568 2.252
482000 0.59 2.25
483000 0.554 2.218
484000 0.625 2.275
485000 0.567 2.319
486000 0.592 2.358
487000 0.579 2.221
488000 0.564 2.294
489000 0.562 2.328
490000 0.569 2.305
491000 0.601 2.263
492000 0.578 2.394
493000 0.585 2.311
494000 0.583 2.371
495000 0.6 2.338
496000 0.613 2.311
497000 0.59 2.284
498000 0.589 2.301
499000 0.578 2.346
500000 0.575 2.299
501000 0.579 2.259
502000 0.593 2.299
503000 0.585 2.357
504000 0.595 2.253
505000 0.597 2.267
506000 0.609 2.343
507000 0.591 2.291
508000 0.628 2.31
509000 0.598 2.26
510000 0.605 2.283
511000 0.591 2.257
512000 0.587 2.273
513000 0.589 2.287
514000 0.581 2.271
515000 0.59 2.248
516000 0.582 2.234
517000 0.606 2.22
518000 0.61 2.294
519000 0.591 2.269
520000 0.599 2.227
521000 0.594 2.286
522000 0.595 2.295
523000 0.598 2.29
524000 0.611 2.309
525000 0.626 2.248
526000 0.582 2.268
527000 0.62 2.272
528000 0.62 2.294
529000 0.604 2.314
530000 0.587 2.205
531000 0.588 2.272
532000 0.597 2.327
533000 0.594 2.286
534000 0.596 2.224
535000 0.592 2.292
536000 0.611 2.307
537000 0.592 2.286
538000 0.613 2.245
539000 0.638 2.258
540000 0.594 2.33
541000 0.618 2.288
542000 0.593 2.223
543000 0.628 2.324
544000 0.568 2.288
545000 0.616 2.338
546000 0.582 2.264
547000 0.628 2.31
548000 0.617 2.345
549000 0.595 2.287
550000 0.599 2.277
551000 0.609 2.247
552000 0.601 2.309
553000 0.589 2.275
554000 0.594 2.344
555000 0.595 2.301
556000 0.622 2.296
557000 0.615 2.299
558000 0.604 2.35
559000 0.597 2.267
560000 0.599 2.265
561000 0.614 2.262
562000 0.604 2.176
563000 0.555 2.313
564000 0.587 2.315
565000 0.625 2.321
566000 0.581 2.319
567000 0.608 2.31
568000 0.607 2.299
569000 0.611 2.301
570000 0.605 2.331
571000 0.586 2.31
572000 0.615 2.245
573000 0.6 2.268
574000 0.595 2.307
575000 0.592 2.294
576000 0.6 2.344
577000 0.596 2.284
578000 0.595 2.327
579000 0.623 2.237
580000 0.61 2.24
581000 0.605 2.347
582000 0.621 2.303
583000 0.603 2.309
584000 0.613 2.331
585000 0.612 2.208
586000 0.586 2.246
587000 0.588 2.328
588000 0.592 2.266
589000 0.591 2.255
590000 0.588 2.322
591000 0.591 2.237
592000 0.599 2.287
593000 0.601 2.307
594000 0.608 2.378
595000 0.604 2.364
596000 0.585 2.295
597000 0.595 2.269
598000 0.603 2.191
599000 0.607 2.289
600000 0.605 2.273
601000 0.622 2.392
602000 0.616 2.248
603000 0.612 2.3
604000 0.577 2.173
605000 0.562 2.292
606000 0.586 2.286
607000 0.612 2.246
608000 0.604 2.278
609000 0.563 2.301
610000 0.604 2.394
611000 0.602 2.368
612000 0.574 2.288
613000 0.579 2.377
614000 0.597 2.291
615000 0.591 2.307
616000 0.615 2.215
617000 0.592 2.25
618000 0.581 2.351
619000 0.591 2.311
620000 0.576 2.258
621000 0.585 2.279
622000 0.596 2.272
623000 0.59 2.242
624000 0.616 2.344
625000 0.59 2.238
626000 0.609 2.327
627000 0.588 2.322
628000 0.606 2.32
629000 0.594 2.178
630000 0.599 2.353
631000 0.591 2.337
632000 0.599 2.245
633000 0.606 2.36
634000 0.579 2.275
635000 0.584 2.248
636000 0.572 2.242
637000 0.593 2.307
638000 0.579 2.333
639000 0.619 2.289
640000 0.58 2.242
641000 0.593 2.319
642000 0.619 2.255
643000 0.579 2.257
644000 0.566 2.25
645000 0.577 2.287
646000 0.583 2.253
647000 0.595 2.291
648000 0.584 2.358
649000 0.592 2.328
650000 0.61 2.284
651000 0.588 2.256
652000 0.603 2.309
653000 0.597 2.317
654000 0.591 2.349
655000 0.593 2.239
656000 0.576 2.268
657000 0.596 2.368
658000 0.579 2.333
659000 0.621 2.367
660000 0.591 2.253
661000 0.584 2.284
662000 0.592 2.23
663000 0.585 2.291
664000 0.614 2.342
665000 0.588 2.348
666000 0.592 2.288
667000 0.612 2.24
668000 0.608 2.316
669000 0.6 2.266
670000 0.609 2.341
671000 0.592 2.316
672000 0.624 2.364
673000 0.595 2.265
674000 0.584 2.262
675000 0.585 2.319
676000 0.618 2.282
677000 0.588 2.274
678000 0.595 2.335
679000 0.576 2.35
680000 0.591 2.249
681000 0.633 2.297
682000 0.587 2.309
683000 0.608 2.304
684000 0.585 2.311
685000 0.611 2.257
686000 0.604 2.268
687000 0.593 2.303
688000 0.598 2.334
689000 0.609 2.307
690000 0.6 2.29
691000 0.581 2.343
692000 0.612 2.25
693000 0.59 2.292
694000 0.576 2.238
695000 0.597 2.341
696000 0.611 2.385
697000 0.604 2.282
698000 0.596 2.322
699000 0.587 2.341
700000 0.606 2.352
701000 0.589 2.307
702000 0.586 2.324
703000 0.57 2.292
704000 0.588 2.314
705000 0.604 2.308
706000 0.591 2.257
707000 0.598 2.26
708000 0.582 2.266
709000 0.595 2.379
710000 0.609 2.317
711000 0.606 2.336
712000 0.605 2.287
713000 0.609 2.295
714000 0.613 2.239
715000 0.605 2.295
716000 0.649 2.331
717000 0.618 2.304
718000 0.583 2.381
719000 0.605 2.331
720000 0.578 2.314
721000 0.594 2.358
722000 0.626 2.366
723000 0.6 2.368
724000 0.584 2.31
725000 0.593 2.317
726000 0.614 2.33
727000 0.585 2.385
728000 0.599 2.361
729000 0.59 2.292
730000 0.587 2.253
731000 0.603 2.277
732000 0.6 2.24
733000 0.593 2.235
734000 0.581 2.309
735000 0.616 2.36
736000 0.598 2.336
737000 0.589 2.275
738000 0.611 2.307
739000 0.603 2.343
740000 0.581 2.265
741000 0.598 2.386
742000 0.6 2.232
743000 0.592 2.238
744000 0.591 2.259
745000 0.602 2.29
746000 0.608 2.308
747000 0.597 2.223
748000 0.629 2.311
749000 0.605 2.343
750000 0.608 2.316
751000 0.615 2.261
752000 0.612 2.308
753000 0.596 2.284
754000 0.601 2.249
755000 0.583 2.259
756000 0.604 2.29
757000 0.623 2.341
758000 0.603 2.283
759000 0.588 2.34
760000 0.612 2.36
761000 0.621 2.389
762000 0.591 2.361
763000 0.61 2.312
764000 0.602 2.226
765000 0.631 2.313
766000 0.616 2.4
767000 0.587 2.285
768000 0.575 2.301
769000 0.593 2.247
770000 0.613 2.341
771000 0.591 2.337
772000 0.601 2.313
773000 0.601 2.301
774000 0.602 2.36
775000 0.612 2.372
776000 0.582 2.242
777000 0.625 2.287
778000 0.601 2.257
779000 0.608 2.342
780000 0.615 2.375
781000 0.626 2.326
782000 0.588 2.344
783000 0.616 2.316
784000 0.572 2.26
785000 0.612 2.308
786000 0.594 2.264
