# Time-averaged data for fix avgcoord
# TimeStep c_ac50 c_ac75 c_ac100 c_ac125
685000 0.212 0.772 1.748 3.326
686000 0.214 0.696 1.662 3.268
687000 0.188 0.646 1.61 3.168
688000 0.186 0.694 1.572 3.106
689000 0.17 0.696 1.656 3.182
690000 0.218 0.716 1.598 3.134
691000 0.218 0.692 1.654 3.208
692000 0.192 0.678 1.718 3.308
693000 0.212 0.694 1.68 3.244
694000 0.234 0.714 1.722 3.274
695000 0.204 0.726 1.65 3.12
696000 0.172 0.676 1.582 3.074
697000 0.196 0.696 1.576 3.066
698000 0.182 0.652 1.602 3.162
699000 0.242 0.718 1.636 3.112
700000 0.216 0.786 1.686 3.242
701000 0.226 0.728 1.684 3.262
702000 0.21 0.726 1.706 3.33
703000 0.242 0.724 1.69 3.364
704000 0.182 0.684 1.672 3.254
705000 0.236 0.728 1.764 3.41
706000 0.26 0.798 1.81 3.416
707000 0.206 0.714 1.766 3.426
708000 0.22 0.748 1.668 3.344
709000 0.21 0.746 1.702 3.34
710000 0.204 0.672 1.614 3.224
711000 0.2 0.692 1.674 3.41
712000 0.224 0.714 1.734 3.356
713000 0.208 0.754 1.752 3.342
714000 0.224 0.74 1.682 3.276
715000 0.188 0.7 1.716 3.362
716000 0.188 0.794 1.776 3.38
717000 0.202 0.76 1.676 3.262
718000 0.208 0.688 1.684 3.22
719000 0.198 0.716 1.646 3.21
720000 0.226 0.716 1.716 3.374
721000 0.246 0.766 1.744 3.35
