time,fx,fy,fz
10000.0,-29.5221,37.1196,-16.3759
20000.0,105.615,71.4992,64.8867
30000.0,148.95,138.533,-17.1602
40000.0,28.582,109.086,11.1394
50000.0,-155.131,130.505,144.541
60000.0,-70.4047,-78.8867,217.672
70000.0,-90.4949,82.4462,48.4546
80000.0,-183.26,-85.9568,69.3367
90000.0,75.0963,-155.51,10.2738
100000.0,62.546,-144.724,-28.6089
110000.0,-15.3304,29.2567,67.1218
120000.0,-75.4122,15.1196,10.5681
130000.0,11.2964,27.5585,-12.6076
140000.0,-218.783,-119.931,-41.4235
150000.0,-36.7366,87.6077,3.49866
160000.0,-9.74377,-35.5787,-77.2188
170000.0,98.4424,-34.2549,-34.8936
180000.0,-9.25114,-51.2957,-94.1379
190000.0,13.643,-43.6042,-30.2084
200000.0,-28.1045,-2.73373,-38.5797
210000.0,33.1039,-70.6398,30.8388
220000.0,-80.2189,48.0607,172.865
230000.0,-119.709,-59.1601,12.3421
240000.0,-81.2662,12.1462,-136.714
250000.0,-3.65377,-157.487,-68.0677
260000.0,44.423,-145.568,0.313637
270000.0,15.3193,115.413,3.34861
280000.0,-161.424,77.1128,112.184
290000.0,-123.326,40.314,-120.754
300000.0,-22.5909,12.1078,9.68918
310000.0,-48.8513,13.7529,-34.5614
320000.0,46.0195,-101.1,-118.76
330000.0,-102.927,-50.1439,9.52567
340000.0,20.1085,94.9341,139.361
350000.0,-12.0412,65.0963,-35.5764
360000.0,-112.463,4.28435,59.4093
370000.0,87.7349,80.6551,17.5164
380000.0,-183.012,-26.5081,140.229
390000.0,-34.0148,-4.7597,-44.1475
400000.0,28.804,-121.6,-218.29
410000.0,-76.0979,-11.702,17.923
420000.0,-79.7161,-51.7149,19.1012
430000.0,-2.81671,72.4767,58.2032
440000.0,-110.478,-52.4538,48.5496
450000.0,31.9922,74.0481,-156.927
460000.0,-245.033,-24.6307,87.2473
470000.0,41.1263,-74.5592,37.4408
480000.0,-23.8373,-124.625,-32.575
490000.0,-41.9296,154.348,-19.7621
500000.0,206.042,155.673,334.048
510000.0,145.884,-45.0905,42.6782
520000.0,191.972,175.319,-211.412
530000.0,71.8152,7.584,36.2779
540000.0,-134.684,-29.784,-130.795
550000.0,124.021,0.496658,-33.8761
560000.0,-71.742,-40.177,53.2934
570000.0,-124.996,61.6203,161.057
580000.0,-29.3683,56.5944,56.5676
590000.0,78.2988,92.2458,-1.62434
600000.0,95.6318,-9.60492,63.9909
610000.0,-62.1875,-14.6323,-0.545304
620000.0,84.7138,20.029,-44.8128
630000.0,-113.247,20.7618,-80.5154
640000.0,1.08053,22.2918,-25.0578
650000.0,25.0445,-170.711,53.4502
660000.0,-76.3375,-141.06,-26.0999
670000.0,17.6255,19.7522,9.51449
680000.0,10.8091,12.649,-71.5053
690000.0,26.8054,8.6705,58.7596
700000.0,33.7653,110.921,64.8208
710000.0,15.6571,25.8799,66.9634
720000.0,65.2759,-63.2229,65.0941
730000.0,-52.9043,-29.1617,-55.1524
740000.0,-37.1717,1.67236,207.134
750000.0,-6.105,84.2237,-73.0907
760000.0,77.9796,-14.4346,-3.72396
770000.0,50.4134,-59.3881,50.2689
780000.0,18.1801,79.6279,-24.3888
790000.0,107.17,-125.011,-3.60883
800000.0,-52.9655,55.6226,-83.5089
810000.0,58.1726,-1.39607,-2.64282
820000.0,51.2995,-28.5892,50.7504
830000.0,67.4236,-122.161,41.4081
840000.0,-197.924,-103.947,18.4075
850000.0,-29.3362,-21.8719,113.142
860000.0,-48.907,-1.88117,-92.0802
870000.0,15.7623,22.78,-18.0813
880000.0,79.1631,-17.761,48.1101
890000.0,122.778,111.602,-171.61
900000.0,-169.997,58.2399,8.13495
910000.0,-63.4662,12.1505,21.1244
920000.0,-89.1582,-61.7006,-52.0437
930000.0,114.498,-60.8442,-0.577531
940000.0,-34.8868,-18.1102,63.745
950000.0,137.234,-126.537,130.792
960000.0,15.0972,-41.2504,-75.1883
970000.0,-66.599,-25.9709,20.8753
980000.0,-78.0314,66.0301,-11.3057
990000.0,163.12,-36.1416,-5.60061
1000000.0,12.6373,4.93367,-34.1433
