time,fx,fy,fz
10000.0,67.7388,-37.7291,0.52858
20000.0,-9.18235,-10.8591,60.2884
30000.0,72.9542,-23.6277,-2.95698
40000.0,33.4909,77.8352,-79.1412
50000.0,-2.23528,58.1851,-37.2381
60000.0,-22.5722,108.246,-36.7588
70000.0,-98.627,61.5121,-143.844
80000.0,-41.1075,48.1223,67.8703
90000.0,109.074,-29.7356,-4.85198
100000.0,23.0188,55.4256,-69.5688
110000.0,-41.0279,-49.9307,-42.8977
120000.0,-48.9083,1.97858,62.9695
130000.0,42.687,56.2065,29.1641
140000.0,3.97288,21.254,-19.7277
150000.0,84.4492,126.263,-40.4767
160000.0,-197.902,-43.5179,-42.8161
170000.0,6.74134,53.0738,39.9086
180000.0,158.23,-77.416,71.0255
190000.0,133.639,129.75,91.3704
200000.0,201.772,-177.574,8.48212
210000.0,208.285,-139.469,-106.687
220000.0,-74.355,-15.3315,155.027
230000.0,-162.535,25.9293,101.419
240000.0,50.2437,-174.659,29.3078
250000.0,-145.22,-163.913,57.2672
260000.0,54.5161,69.3773,-48.5927
270000.0,21.2455,-101.478,129.283
280000.0,64.8428,12.7551,132.967
290000.0,-87.4007,-118.849,-147.413
300000.0,51.3884,-17.8671,-36.1808
310000.0,-70.7815,-62.4594,-33.8897
320000.0,-73.4211,153.352,98.8841
330000.0,222.929,46.9893,-248.44
340000.0,2.25751,4.48456,37.3334
350000.0,-30.9462,-180.692,-49.0659
360000.0,82.0935,-2.0743,81.326
370000.0,19.3825,13.6619,-18.0653
380000.0,33.9875,67.7493,128.411
390000.0,68.2021,98.9363,103.436
400000.0,13.9891,3.20412,-126.178
410000.0,-151.526,-62.0352,36.6198
420000.0,-187.779,-152.68,-29.1399
430000.0,4.46974,-1.03172,-40.6227
440000.0,-14.1573,52.804,3.31712
450000.0,80.9446,36.2313,38.6292
460000.0,-217.941,-80.1722,-133.549
470000.0,-2.30456,260.715,-5.66723
480000.0,154.258,-18.1952,-10.1844
490000.0,-13.8103,-9.7493,31.5365
500000.0,9.41068,14.8251,241.585
510000.0,2.70586,-67.7632,120.846
520000.0,-116.757,-82.675,-8.88967
530000.0,39.9745,-82.9967,94.4401
540000.0,-81.5822,-84.2381,23.6669
550000.0,57.798,-109.278,-134.998
560000.0,-25.4819,-94.2935,1.34591
570000.0,0.974001,-90.9482,-43.9903
580000.0,-105.385,143.849,11.6267
590000.0,48.6444,0.33342,103.922
600000.0,76.1776,-95.4551,-68.7776
610000.0,57.2143,-25.4289,-71.5562
620000.0,254.685,12.2794,-39.6747
630000.0,0.926735,-226.211,-43.5978
640000.0,22.6704,-221.991,-9.70264
650000.0,25.7252,-26.6457,-89.4362
660000.0,85.641,-67.1053,-0.922102
670000.0,32.4314,38.7663,-88.8486
680000.0,87.542,122.807,245.594
690000.0,250.756,-37.595,17.5586
700000.0,23.6502,-129.551,-22.664
710000.0,5.78693,95.0743,-48.0582
720000.0,7.26687,17.0873,-111.737
730000.0,-78.6571,-86.6475,223.746
740000.0,123.416,81.3435,-239.1
750000.0,117.894,10.7483,-26.4493
760000.0,54.9962,183.623,-79.7958
770000.0,34.7389,-30.9168,-68.7055
780000.0,-74.6951,-139.92,17.861
790000.0,-211.731,-119.52,-30.1361
800000.0,18.425,-78.2172,17.2481
810000.0,-70.7102,-27.1843,-28.4039
820000.0,-26.0568,25.0286,-14.0324
830000.0,-87.1639,-28.8381,118.774
840000.0,-28.9763,-80.3101,-64.2659
850000.0,51.9844,50.6329,23.1853
860000.0,40.4201,36.2181,46.5661
870000.0,-147.892,-120.529,23.7682
880000.0,1.92937,95.0877,25.0765
890000.0,6.74503,-64.2697,-4.84149
900000.0,-64.4899,-160.477,43.0065
910000.0,13.2172,-40.9021,1.40422
920000.0,48.6601,-116.941,-73.8173
930000.0,10.1019,-56.248,175.315
940000.0,-66.411,65.3381,172.018
950000.0,-16.8298,-31.8636,-86.5927
960000.0,196.991,-8.78975,-92.0648
970000.0,110.726,-51.0417,105.611
980000.0,79.025,-71.8728,108.534
990000.0,19.5345,16.8642,-118.11
1000000.0,167.764,27.8216,118.261
