time,fx,fy,fz
10000.0,49.3943,-61.3572,-4.27148
20000.0,-98.2977,113.654,-131.52
30000.0,-95.9885,114.079,47.1141
40000.0,-125.929,-53.9483,185.941
50000.0,95.3004,179.737,-5.52886
60000.0,67.1633,35.8878,-47.1984
70000.0,29.9308,-227.54,-16.8413
80000.0,-27.9282,-26.8603,132.413
90000.0,53.6705,-4.3567,86.121
100000.0,55.6795,13.7559,43.9799
110000.0,-27.0648,-69.1462,68.3708
120000.0,-111.007,47.4573,59.5375
130000.0,5.42245,-17.2242,-13.6337
140000.0,162.986,-85.5992,48.712
150000.0,-129.098,-21.4412,73.9506
160000.0,27.8491,-28.4638,95.0642
170000.0,-31.4874,-27.9556,114.901
180000.0,-115.064,-62.7321,29.1133
190000.0,-58.2497,-10.9568,35.7076
200000.0,14.6245,113.63,62.0947
210000.0,-52.67,-69.0905,-108.177
220000.0,91.3159,10.7822,148.416
230000.0,-36.2831,-57.4293,-25.2046
240000.0,-244.455,83.2312,-191.108
250000.0,164.067,-142.157,191.537
260000.0,-38.2356,84.5836,197.461
270000.0,-34.2566,29.5645,-29.0533
280000.0,76.8106,-32.9504,-88.4294
290000.0,-203.546,50.4086,-4.12089
300000.0,-44.1886,-73.1669,5.24254
310000.0,-41.9786,9.16467,20.7307
320000.0,-44.2475,50.4172,38.7977
330000.0,18.0635,-40.7396,-17.32
340000.0,32.9947,-81.1582,-27.5331
350000.0,79.8664,-67.9743,-19.1139
360000.0,209.663,142.315,69.686
370000.0,-11.0492,96.4764,13.8287
380000.0,-21.6684,-37.6863,70.6027
390000.0,26.2728,-44.1406,-10.4375
400000.0,-62.0532,60.4206,28.9333
410000.0,-25.4866,10.1087,-44.4997
420000.0,-168.761,83.6498,204.39
430000.0,-16.6328,17.6885,-112.265
440000.0,37.8145,48.7576,27.3409
450000.0,90.582,-82.8354,101.767
460000.0,131.042,-35.1593,281.934
470000.0,321.647,-84.0062,143.837
480000.0,70.7771,-100.983,-1.27304
490000.0,-48.5564,-47.1262,-146.554
500000.0,-6.98356,6.95944,55.1921
510000.0,109.094,38.3266,64.0518
520000.0,-115.465,182.263,16.7657
530000.0,5.32524,-76.3388,-17.367
540000.0,60.4282,-23.1874,65.3679
550000.0,-68.2405,49.5536,-178.393
560000.0,6.33312,105.964,190.895
570000.0,6.89023,75.6594,29.8729
580000.0,-15.7707,75.8427,-63.0197
590000.0,-83.4357,-113.145,-96.4675
600000.0,-40.9154,-115.081,-33.4145
610000.0,68.7264,-91.3376,-0.849649
620000.0,-48.1409,-118.687,9.13857
630000.0,220.998,125.733,-47.2073
640000.0,9.96334,-115.194,40.8743
650000.0,-8.15467,18.0284,23.3216
660000.0,-79.742,33.8905,109.923
670000.0,77.4074,-44.7431,-154.124
680000.0,53.5926,-128.693,-90.5055
690000.0,-68.2407,79.367,8.30182
700000.0,-46.2492,5.11684,-77.2609
710000.0,66.255,0.171635,-256.427
720000.0,44.3226,-54.9338,25.7588
730000.0,-24.8096,-88.2521,15.0606
740000.0,1.76742,-152.683,-137.481
750000.0,-42.2088,-33.4952,-119.583
760000.0,-70.3684,40.9274,-37.7949
770000.0,35.6884,34.6783,143.82
780000.0,-135.286,-53.1419,95.1072
790000.0,37.2762,20.0305,-14.7719
800000.0,-25.13,-82.1398,115.28
810000.0,-69.7427,134.273,9.30794
820000.0,77.4367,26.7712,-14.7397
830000.0,91.9355,10.9075,16.6475
840000.0,51.3699,-38.6469,-33.7859
850000.0,50.8538,84.2398,24.6331
860000.0,155.739,-81.0201,61.2112
870000.0,-49.389,-15.1087,423.701
880000.0,-2.8362,48.4774,-6.74294
890000.0,15.3212,-104.028,12.3231
900000.0,-85.907,3.39461,56.6623
910000.0,-153.281,100.593,-74.8465
920000.0,61.2753,73.9507,-75.1313
930000.0,43.0552,-33.5904,67.1954
940000.0,122.028,48.772,141.519
950000.0,94.8942,-49.7034,-86.8612
960000.0,161.98,-140.902,14.334
970000.0,-184.824,-50.8278,105.824
980000.0,-38.5073,-187.497,10.2991
990000.0,144.141,27.1468,-152.743
1000000.0,50.3755,-64.6291,12.2077
