# Time-averaged data for fix avgcoord
# TimeStep c_ac50 c_ac75 c_ac100 c_ac125
1000 0 0 1.244 4.66
2000 0 0 1.276 4.902
3000 0 0 1.27 5.024
4000 0 0 1.356 5.132
5000 0 0 1.296 5.206
6000 0 0 1.402 5.266
7000 0 0 1.358 5.282
8000 0 0 1.478 5.318
9000 0 0 1.446 5.348
10000 0 0 1.468 5.374
11000 0 0 1.438 5.426
12000 0 0 1.45 5.448
13000 0 0 1.528 5.482
14000 0 0 1.514 5.494
15000 0 0 1.548 5.506
16000 0 0 1.48 5.534
17000 0 0 1.512 5.554
18000 0 0 1.476 5.562
19000 0 0 1.538 5.55
20000 0 0 1.57 5.6
21000 0 0 1.556 5.602
22000 0 0 1.546 5.606
23000 0 0 1.576 5.622
24000 0 0 1.604 5.648
25000 0 0 1.622 5.64
26000 0 0 1.604 5.65
27000 0 0 1.534 5.676
28000 0 0 1.596 5.678
29000 0 0 1.616 5.692
30000 0 0 1.566 5.712
31000 0 0 1.574 5.706
32000 0 0 1.65 5.698
33000 0 0 1.64 5.7
34000 0 0 1.61 5.692
35000 0 0 1.67 5.702
36000 0 0 1.642 5.71
37000 0 0 1.586 5.734
38000 0 0 1.564 5.732
39000 0 0 1.604 5.724
40000 0 0 1.62 5.722
41000 0 0 1.618 5.738
42000 0 0 1.58 5.758
43000 0 0 1.678 5.758
44000 0 0 1.622 5.748
45000 0 0 1.626 5.766
46000 0 0 1.656 5.804
47000 0 0 1.656 5.818
48000 0 0 1.622 5.824
49000 0 0 1.672 5.808
50000 0 0 1.624 5.814
51000 0 0 1.758 5.822
52000 0 0 1.68 5.816
53000 0 0 1.748 5.792
54000 0 0 1.58 5.822
55000 0 0 1.698 5.836
56000 0 0 1.748 5.838
57000 0 0 1.744 5.848
58000 0 0 1.694 5.83
59000 0 0 1.76 5.83
60000 0 0 1.674 5.844
61000 0 0 1.658 5.848
62000 0 0 1.808 5.846
63000 0 0 1.716 5.858
64000 0 0 1.698 5.868
65000 0 0 1.698 5.87
66000 0 0 1.706 5.862
67000 0 0 1.792 5.87
68000 0 0 1.644 5.868
69000 0 0 1.75 5.85
70000 0 0 1.636 5.874
71000 0 0 1.634 5.882
72000 0 0 1.738 5.874
73000 0 0 1.718 5.866
74000 0 0 1.738 5.878
75000 0 0 1.726 5.872
76000 0 0 1.744 5.908
77000 0 0 1.758 5.894
78000 0 0 1.768 5.914
79000 0 0 1.718 5.882
80000 0 0 1.696 5.894
81000 0 0 1.766 5.906
82000 0 0 1.792 5.906
83000 0 0 1.654 5.902
84000 0 0 1.758 5.91
85000 0 0 1.728 5.898
