# Time-averaged data for fix com
# TimeStep c_com[1] c_com[2] c_com[3]
500 8.45772 8.793 8.46184
600 8.45772 8.793 8.46184
700 8.45772 8.793 8.46184
800 8.45772 8.793 8.46184
900 8.45772 8.793 8.46184
1000 8.45772 8.793 8.46184
1100 8.45772 8.793 8.46184
1200 8.45772 8.793 8.46184
1300 8.45772 8.793 8.46184
1400 8.45772 8.793 8.46184
1500 8.45772 8.793 8.46184
1600 8.45772 8.793 8.46184
1700 8.45772 8.793 8.46184
1800 8.45772 8.793 8.46184
1900 8.45772 8.793 8.46184
2000 8.45772 8.793 8.46184
2100 8.45772 8.793 8.46184
2200 8.45772 8.793 8.46184
2300 8.45772 8.793 8.46184
2400 8.45772 8.793 8.46184
2500 8.45772 8.793 8.46184
2600 8.45772 8.793 8.46184
2700 8.45772 8.793 8.46184
2800 8.45772 8.793 8.46184
2900 8.45772 8.793 8.46184
3000 8.45772 8.793 8.46184
3100 8.45772 8.793 8.46184
3200 8.45772 8.793 8.46184
3300 8.45772 8.793 8.46184
3400 8.45772 8.793 8.46184
3500 8.45772 8.793 8.46184
3600 8.45772 8.793 8.46184
3700 8.45772 8.793 8.46184
3800 8.45772 8.793 8.46184
3900 8.45772 8.793 8.46184
4000 8.45772 8.793 8.46184
4100 8.45772 8.793 8.46184
4200 8.45772 8.793 8.46184
4300 8.45772 8.793 8.46184
4400 8.45772 8.793 8.46184
4500 8.45772 8.793 8.46184
4600 8.45772 8.793 8.46184
4700 8.45772 8.793 8.46184
4800 8.45772 8.793 8.46184
4900 8.45772 8.793 8.46184
5000 8.45772 8.793 8.46184
5100 8.45772 8.793 8.46184
5200 8.45772 8.793 8.46184
5300 8.45772 8.793 8.46184
5400 8.45772 8.793 8.46184
5500 8.45772 8.793 8.46184
5600 8.45772 8.793 8.46184
5700 8.45772 8.793 8.46184
5800 8.45772 8.793 8.46184
5900 8.45772 8.793 8.46184
6000 8.45772 8.793 8.46184
6100 8.45772 8.793 8.46184
6200 8.45772 8.793 8.46184
6300 8.45772 8.793 8.46184
6400 8.45772 8.793 8.46184
6500 8.45772 8.793 8.46184
6600 8.45772 8.793 8.46184
6700 8.45772 8.793 8.46184
6800 8.45772 8.793 8.46184
6900 8.45772 8.793 8.46184
7000 8.45772 8.793 8.46184
7100 8.45772 8.793 8.46184
7200 8.45772 8.793 8.46184
7300 8.45772 8.793 8.46184
7400 8.45772 8.793 8.46184
7500 8.45772 8.793 8.46184
7600 8.45772 8.793 8.46184
7700 8.45772 8.793 8.46184
7800 8.45772 8.793 8.46184
7900 8.45772 8.793 8.46184
8000 8.45772 8.793 8.46184
8100 8.45772 8.793 8.46184
8200 8.45772 8.793 8.46184
8300 8.45772 8.793 8.46184
8400 8.45772 8.793 8.46184
8500 8.45772 8.793 8.46184
8600 8.45772 8.793 8.46184
8700 8.45772 8.793 8.46184
8800 8.45772 8.793 8.46184
8900 8.45772 8.793 8.46184
9000 8.45772 8.793 8.46184
9100 8.45772 8.793 8.46184
9200 8.45772 8.793 8.46184
9300 8.45772 8.793 8.46184
9400 8.45772 8.793 8.46184
9500 8.45772 8.793 8.46184
9600 8.45772 8.793 8.46184
9700 8.45772 8.793 8.46184
9800 8.45772 8.793 8.46184
9900 8.45772 8.793 8.46184
10000 8.45772 8.793 8.46184
10100 8.45772 8.793 8.46184
10200 8.45772 8.793 8.46184
10300 8.45772 8.793 8.46184
10400 8.45772 8.793 8.46184
10500 8.45772 8.793 8.46184
10600 8.45772 8.793 8.46184
10700 8.45772 8.793 8.46184
10800 8.45772 8.793 8.46184
10900 8.45772 8.793 8.46184
11000 8.45772 8.793 8.46184
11100 8.45772 8.793 8.46184
11200 8.45772 8.793 8.46184
11300 8.45772 8.793 8.46184
11400 8.45772 8.793 8.46184
11500 8.45772 8.793 8.46184
11600 8.45772 8.793 8.46184
11700 8.45772 8.793 8.46184
11800 8.45772 8.793 8.46184
11900 8.45772 8.793 8.46184
12000 8.45772 8.793 8.46184
12100 8.45772 8.793 8.46184
12200 8.45772 8.793 8.46184
12300 8.45772 8.793 8.46184
12400 8.45772 8.793 8.46184
12500 8.45772 8.793 8.46184
12600 8.45772 8.793 8.46184
12700 8.45772 8.793 8.46184
12800 8.45772 8.793 8.46184
12900 8.45772 8.793 8.46184
13000 8.45772 8.793 8.46184
13100 8.45772 8.793 8.46184
13200 8.45772 8.793 8.46184
13300 8.45772 8.793 8.46184
13400 8.45772 8.793 8.46184
13500 8.45772 8.793 8.46184
13600 8.45772 8.793 8.46184
13700 8.45772 8.793 8.46184
13800 8.45772 8.793 8.46184
13900 8.45772 8.793 8.46184
14000 8.45772 8.793 8.46184
14100 8.45772 8.793 8.46184
14200 8.45772 8.793 8.46184
14300 8.45772 8.793 8.46184
14400 8.45772 8.793 8.46184
14500 8.45772 8.793 8.46184
14600 8.45772 8.793 8.46184
14700 8.45772 8.793 8.46184
14800 8.45772 8.793 8.46184
14900 8.45772 8.793 8.46184
15000 8.45772 8.793 8.46184
15100 8.45772 8.793 8.46184
15200 8.45772 8.793 8.46184
15300 8.45772 8.793 8.46184
15400 8.45772 8.793 8.46184
15500 8.45772 8.793 8.46184
15600 8.45772 8.793 8.46184
15700 8.45772 8.793 8.46184
15800 8.45772 8.793 8.46184
15900 8.45772 8.793 8.46184
16000 8.45772 8.793 8.46184
16100 8.45772 8.793 8.46184
16200 8.45772 8.793 8.46184
16300 8.45772 8.793 8.46184
16400 8.45772 8.793 8.46184
16500 8.45772 8.793 8.46184
16600 8.45772 8.793 8.46184
16700 8.45772 8.793 8.46184
16800 8.45772 8.793 8.46184
16900 8.45772 8.793 8.46184
17000 8.45772 8.793 8.46184
17100 8.45772 8.793 8.46184
17200 8.45772 8.793 8.46184
17300 8.45772 8.793 8.46184
17400 8.45772 8.793 8.46184
17500 8.45772 8.793 8.46184
17600 8.45772 8.793 8.46184
17700 8.45772 8.793 8.46184
17800 8.45772 8.793 8.46184
17900 8.45772 8.793 8.46184
18000 8.45772 8.793 8.46184
18100 8.45772 8.793 8.46184
18200 8.45772 8.793 8.46184
18300 8.45772 8.793 8.46184
18400 8.45772 8.793 8.46184
18500 8.45772 8.793 8.46184
18600 8.45772 8.793 8.46184
18700 8.45772 8.793 8.46184
18800 8.45772 8.793 8.46184
18900 8.45772 8.793 8.46184
19000 8.45772 8.793 8.46184
19100 8.45772 8.793 8.46184
19200 8.45772 8.793 8.46184
19300 8.45772 8.793 8.46184
19400 8.45772 8.793 8.46184
19500 8.45772 8.793 8.46184
19600 8.45772 8.793 8.46184
19700 8.45772 8.793 8.46184
19800 8.45772 8.793 8.46184
19900 8.45772 8.793 8.46184
20000 8.45772 8.793 8.46184
20100 8.45772 8.793 8.46184
20200 8.45772 8.793 8.46184
20300 8.45772 8.793 8.46184
20400 8.45772 8.793 8.46184
