# Time-averaged data for fix avgcoord
# TimeStep c_ac1 c_ac2
1000 0.196 0.308
2000 0.189 0.353
3000 0.223 0.415
4000 0.225 0.411
5000 0.235 0.441
6000 0.231 0.361
7000 0.217 0.373
8000 0.234 0.404
9000 0.229 0.377
10000 0.226 0.4
11000 0.227 0.429
12000 0.222 0.392
13000 0.211 0.411
14000 0.219 0.395
15000 0.216 0.374
16000 0.223 0.347
17000 0.215 0.347
18000 0.225 0.345
19000 0.238 0.374
20000 0.226 0.41
21000 0.221 0.407
22000 0.216 0.404
23000 0.243 0.401
24000 0.239 0.407
25000 0.219 0.377
26000 0.237 0.365
27000 0.254 0.368
28000 0.26 0.408
29000 0.21 0.392
30000 0.252 0.426
31000 0.251 0.407
32000 0.241 0.411
33000 0.249 0.397
34000 0.262 0.39
35000 0.224 0.362
36000 0.245 0.405
37000 0.238 0.352
38000 0.25 0.36
39000 0.25 0.362
40000 0.235 0.401
41000 0.213 0.381
42000 0.261 0.415
43000 0.25 0.416
44000 0.233 0.385
45000 0.255 0.381
46000 0.244 0.374
47000 0.223 0.353
48000 0.237 0.377
49000 0.28 0.42
50000 0.255 0.383
51000 0.233 0.403
52000 0.263 0.403
53000 0.248 0.38
54000 0.245 0.433
55000 0.28 0.422
56000 0.24 0.384
57000 0.234 0.384
58000 0.262 0.384
59000 0.237 0.411
60000 0.231 0.403
61000 0.213 0.333
62000 0.243 0.389
63000 0.244 0.37
64000 0.266 0.406
65000 0.26 0.358
66000 0.258 0.37
67000 0.252 0.378
68000 0.239 0.365
69000 0.221 0.383
70000 0.252 0.378
71000 0.249 0.391
72000 0.275 0.373
73000 0.254 0.414
74000 0.255 0.377
75000 0.24 0.362
76000 0.243 0.351
77000 0.267 0.391
78000 0.274 0.396
79000 0.252 0.388
80000 0.244 0.356
81000 0.246 0.364
82000 0.258 0.398
83000 0.251 0.379
84000 0.235 0.345
85000 0.225 0.391
86000 0.246 0.362
87000 0.217 0.401
88000 0.217 0.369
89000 0.255 0.371
90000 0.235 0.395
91000 0.253 0.387
92000 0.249 0.351
93000 0.243 0.381
94000 0.242 0.352
95000 0.247 0.385
96000 0.245 0.433
97000 0.227 0.399
98000 0.245 0.393
99000 0.263 0.371
100000 0.26 0.382
101000 0.255 0.391
102000 0.247 0.369
103000 0.251 0.395
104000 0.248 0.372
105000 0.227 0.353
106000 0.241 0.387
107000 0.237 0.379
108000 0.252 0.39
109000 0.269 0.379
110000 0.226 0.39
111000 0.256 0.402
112000 0.212 0.352
113000 0.249 0.377
114000 0.237 0.365
115000 0.249 0.345
116000 0.221 0.321
117000 0.231 0.353
