# Time-averaged data for fix com
# TimeStep c_com[1] c_com[2] c_com[3]
1000 2.02905 1.75014 1.57548
2000 2.02905 1.75014 1.57548
3000 2.02905 1.75014 1.57548
4000 2.02905 1.75014 1.57548
5000 2.02905 1.75014 1.57548
6000 2.02905 1.75014 1.57548
7000 2.02905 1.75014 1.57548
8000 2.02905 1.75014 1.57548
9000 2.02905 1.75014 1.57548
10000 2.02905 1.75014 1.57548
11000 2.02905 1.75014 1.57548
12000 2.02905 1.75014 1.57548
13000 2.02905 1.75014 1.57548
14000 2.02905 1.75014 1.57548
15000 2.02905 1.75014 1.57548
16000 2.02905 1.75014 1.57548
17000 2.02905 1.75014 1.57548
18000 2.02905 1.75014 1.57548
19000 2.02905 1.75014 1.57548
20000 2.02905 1.75014 1.57548
21000 2.02905 1.75014 1.57548
22000 2.02905 1.75014 1.57548
23000 2.02905 1.75014 1.57548
24000 2.02905 1.75014 1.57548
25000 2.02905 1.75014 1.57548
26000 2.02905 1.75014 1.57548
27000 2.02905 1.75014 1.57548
28000 2.02905 1.75014 1.57548
29000 2.02905 1.75014 1.57548
30000 2.02905 1.75014 1.57548
31000 2.02905 1.75014 1.57548
32000 2.02905 1.75014 1.57548
33000 2.02905 1.75014 1.57548
34000 2.02905 1.75014 1.57548
35000 2.02905 1.75014 1.57548
36000 2.02905 1.75014 1.57548
37000 2.02905 1.75014 1.57548
38000 2.02905 1.75014 1.57548
39000 2.02905 1.75014 1.57548
40000 2.02905 1.75014 1.57548
41000 2.02905 1.75014 1.57548
42000 2.02905 1.75014 1.57548
43000 2.02905 1.75014 1.57548
44000 2.02905 1.75014 1.57548
45000 2.02905 1.75014 1.57548
46000 2.02905 1.75014 1.57548
47000 2.02905 1.75014 1.57548
48000 2.02905 1.75014 1.57548
49000 2.02905 1.75014 1.57548
50000 2.02905 1.75014 1.57548
51000 2.02905 1.75014 1.57548
52000 2.02905 1.75014 1.57548
53000 2.02905 1.75014 1.57548
54000 2.02905 1.75014 1.57548
55000 2.02905 1.75014 1.57548
56000 2.02905 1.75014 1.57548
57000 2.02905 1.75014 1.57548
58000 2.02905 1.75014 1.57548
59000 2.02905 1.75014 1.57548
60000 2.02905 1.75014 1.57548
61000 2.02905 1.75014 1.57548
62000 2.02905 1.75014 1.57548
63000 2.02905 1.75014 1.57548
64000 2.02905 1.75014 1.57548
