# Time-averaged data for fix avgcoord
# TimeStep c_ac1 c_ac2
1000 0.253 0.959
2000 0.28 1.16
3000 0.307 1.317
4000 0.331 1.413
5000 0.368 1.62
6000 0.319 1.543
7000 0.323 1.607
8000 0.332 1.66
9000 0.347 1.663
10000 0.343 1.717
11000 0.349 1.629
12000 0.353 1.713
13000 0.344 1.7
14000 0.352 1.7
15000 0.357 1.753
16000 0.332 1.706
17000 0.37 1.746
18000 0.355 1.797
19000 0.362 1.802
20000 0.39 1.936
21000 0.35 1.744
22000 0.344 1.84
23000 0.375 1.763
24000 0.355 1.743
25000 0.353 1.821
26000 0.389 1.789
27000 0.344 1.81
28000 0.38 1.784
29000 0.375 1.847
30000 0.333 1.843
31000 0.369 1.861
32000 0.364 1.856
33000 0.401 1.913
34000 0.329 1.819
35000 0.372 1.812
36000 0.404 1.886
37000 0.37 1.83
38000 0.38 1.832
39000 0.374 1.846
40000 0.399 1.937
41000 0.372 1.874
42000 0.363 1.877
43000 0.354 1.782
44000 0.397 1.903
45000 0.378 1.804
46000 0.35 1.902
47000 0.368 1.822
48000 0.387 1.871
49000 0.376 1.904
50000 0.404 1.948
51000 0.37 1.882
52000 0.373 1.845
53000 0.371 1.785
54000 0.372 1.88
55000 0.37 1.878
56000 0.388 1.866
57000 0.36 1.916
58000 0.379 1.931
59000 0.378 1.916
60000 0.371 1.879
61000 0.358 1.866
62000 0.364 1.916
63000 0.391 1.857
64000 0.368 1.914
65000 0.366 1.928
66000 0.377 2.035
67000 0.38 1.994
68000 0.363 1.943
69000 0.358 1.886
70000 0.381 1.913
71000 0.393 1.905
72000 0.363 1.831
73000 0.372 2.034
74000 0.356 1.946
75000 0.378 1.89
76000 0.401 1.941
77000 0.363 1.911
78000 0.379 1.909
79000 0.38 1.936
80000 0.335 1.967
81000 0.356 1.854
82000 0.396 1.924
83000 0.391 1.989
84000 0.351 1.867
85000 0.374 1.858
86000 0.372 1.98
87000 0.369 2.001
88000 0.383 1.885
89000 0.388 1.846
90000 0.374 1.88
91000 0.382 2.018
92000 0.338 1.884
93000 0.376 1.86
94000 0.393 1.959
95000 0.363 1.977
96000 0.37 1.95
97000 0.385 2.011
98000 0.408 1.95
99000 0.379 1.961
100000 0.372 1.954
101000 0.385 1.969
102000 0.393 1.939
103000 0.376 1.994
104000 0.366 1.904
105000 0.389 2.013
106000 0.376 2.002
107000 0.399 1.947
108000 0.39 1.962
109000 0.382 1.882
110000 0.386 1.926
111000 0.4 1.97
112000 0.394 1.936
113000 0.393 2.007
114000 0.4 1.956
115000 0.391 1.897
116000 0.403 1.915
117000 0.372 1.966
118000 0.401 1.925
119000 0.367 1.983
120000 0.381 1.909
121000 0.381 2.047
122000 0.382 1.946
123000 0.381 1.881
124000 0.393 1.975
125000 0.366 1.98
126000 0.367 1.945
127000 0.399 1.879
128000 0.402 1.972
129000 0.405 2.023
130000 0.391 2.015
131000 0.361 1.911
132000 0.409 2.001
133000 0.39 1.91
134000 0.356 2.008
135000 0.379 1.985
136000 0.35 1.922
137000 0.373 2.047
138000 0.397 1.987
139000 0.393 1.963
140000 0.381 1.933
141000 0.404 2.01
142000 0.389 2.011
143000 0.417 2.093
144000 0.385 1.933
145000 0.379 1.977
146000 0.38 1.932
147000 0.404 1.966
148000 0.381 2.013
149000 0.397 1.907
150000 0.371 1.995
151000 0.394 1.992
152000 0.394 1.922
153000 0.357 1.925
154000 0.395 1.923
155000 0.362 1.962
156000 0.343 1.907
157000 0.401 1.983
158000 0.403 1.963
159000 0.382 2.036
160000 0.383 1.891
161000 0.382 1.918
162000 0.375 1.901
163000 0.382 2.014
164000 0.402 2.054
165000 0.392 1.964
166000 0.381 1.953
167000 0.4 1.938
168000 0.393 2.047
169000 0.397 1.981
170000 0.377 1.999
171000 0.409 1.963
172000 0.383 1.997
173000 0.394 2.01
174000 0.388 1.998
175000 0.392 1.942
176000 0.388 2.046
177000 0.403 1.905
178000 0.383 1.973
179000 0.401 2.067
180000 0.389 1.959
181000 0.379 1.973
182000 0.382 1.99
183000 0.383 2.019
184000 0.396 2.024
185000 0.38 1.914
186000 0.369 1.909
187000 0.39 1.934
188000 0.36 1.984
189000 0.381 1.985
190000 0.405 1.985
191000 0.396 1.92
192000 0.372 2.02
193000 0.366 2.026
194000 0.391 1.911
195000 0.386 2.036
196000 0.377 1.969
197000 0.378 1.98
198000 0.369 1.963
199000 0.384 1.876
200000 0.372 1.856
201000 0.391 1.949
202000 0.377 1.947
203000 0.376 1.886
204000 0.4 2.004
205000 0.408 1.958
206000 0.399 1.973
207000 0.367 1.971
208000 0.392 1.912
209000 0.38 1.954
210000 0.376 1.918
211000 0.41 2.044
212000 0.384 1.934
213000 0.369 2.053
214000 0.383 2.003
215000 0.404 2.018
216000 0.4 1.978
217000 0.39 2.006
218000 0.384 2.026
219000 0.373 1.993
220000 0.393 1.975
221000 0.391 2.013
222000 0.404 2.028
223000 0.373 2.031
224000 0.397 2.039
