time,fx,fy,fz
10000.0,-68.7834,-209.086,-85.9233
20000.0,-132.532,166.484,-47.7193
30000.0,30.7848,232.878,246.165
40000.0,-128.508,-50.0703,-117.756
50000.0,39.9931,-38.8723,-52.553
60000.0,52.8807,-12.7646,-76.8542
70000.0,-150.145,-75.0135,191.483
80000.0,-161.663,85.6559,-86.0587
90000.0,-50.3761,-96.8492,-102.797
100000.0,62.5192,33.6583,-6.52329
110000.0,-79.6203,23.7724,30.4966
120000.0,-75.836,60.913,-141.585
130000.0,-290.522,73.6339,-23.9899
140000.0,198.587,-76.4341,115.955
150000.0,-68.5918,-57.528,-334.808
160000.0,-58.3956,80.0401,167.529
170000.0,14.4524,-19.8827,223.486
180000.0,70.2919,-4.80759,7.12232
190000.0,-143.401,109.541,-304.204
200000.0,58.5578,-92.2471,299.326
210000.0,215.768,1.85924,-177.347
220000.0,58.3893,245.063,-131.824
230000.0,14.8986,-105.67,11.5299
240000.0,-187.637,11.35,-137.537
250000.0,63.9856,-69.7212,-92.6675
260000.0,1.92134,-44.09,-123.236
270000.0,227.339,111.816,-20.841
280000.0,114.532,-97.6172,5.78865
290000.0,-62.079,112.962,-210.307
300000.0,-181.436,138.259,-219.061
310000.0,-116.256,-67.5146,-189.005
320000.0,-180.611,222.075,-72.9607
330000.0,-61.1962,-2.1533,73.764
340000.0,195.238,81.5711,143.841
350000.0,228.585,-98.7444,356.867
360000.0,-158.253,-30.5836,-307.191
370000.0,-88.8956,54.7631,-145.577
380000.0,220.03,-51.5899,-131.878
390000.0,-230.423,78.417,46.2015
400000.0,20.5058,-252.099,22.1003
410000.0,-256.492,19.1884,-41.0581
420000.0,-62.1715,133.466,122.005
430000.0,-86.7297,-25.8349,66.5983
440000.0,115.545,-10.0363,-5.57301
450000.0,-233.065,84.3719,-315.713
460000.0,-33.0365,74.9557,-67.1913
470000.0,-66.0408,174.389,54.0701
480000.0,-189.012,-330.913,-13.9583
490000.0,-147.38,-61.5195,-45.4569
500000.0,-89.249,-118.577,60.6654
510000.0,83.256,-27.4641,-79.1679
520000.0,-121.258,-298.719,128.945
530000.0,52.6755,55.651,114.432
540000.0,-40.6237,82.4288,-280.17
550000.0,-56.0032,150.174,381.617
560000.0,-197.785,-72.3894,-103.862
570000.0,-20.0272,-216.855,-419.045
580000.0,-46.9423,7.25804,407.332
590000.0,-84.8282,114.944,12.9341
600000.0,-259.754,-39.7291,-49.7234
610000.0,-28.2241,179.362,230.982
620000.0,-27.0576,-45.8022,136.924
630000.0,65.888,-127.573,-222.977
640000.0,-137.339,24.7576,91.2103
650000.0,183.033,-24.977,-118.281
660000.0,28.3804,-107.791,-70.2065
670000.0,10.3168,-5.21891,-14.4252
680000.0,239.124,171.842,55.8863
690000.0,25.4809,41.8021,-83.555
700000.0,64.0234,12.9109,-376.704
710000.0,-43.0932,34.8876,-190.68
720000.0,-29.116,-72.515,65.1897
730000.0,-245.155,-151.446,-36.3357
740000.0,-5.81717,-113.577,-240.573
750000.0,-107.101,-110.209,-56.2563
760000.0,-64.0399,-126.965,110.665
770000.0,-151.488,49.0034,-216.914
780000.0,137.844,112.709,-300.458
790000.0,-38.9838,-50.7169,18.1664
800000.0,-18.752,-167.408,-243.872
810000.0,11.7128,41.787,143.358
820000.0,-75.7098,-92.107,180.01
830000.0,55.4651,143.313,-87.1305
840000.0,-178.108,-14.672,-73.382
850000.0,116.087,107.793,-321.451
860000.0,-79.5309,140.073,-84.4017
870000.0,-117.027,142.092,-150.413
880000.0,-18.4498,-3.09479,-297.07
890000.0,-158.288,-236.249,-68.0033
900000.0,32.3118,32.1073,-348.616
910000.0,-323.336,-10.1222,-198.043
920000.0,235.415,67.8666,248.234
930000.0,134.22,210.68,15.0201
940000.0,-285.347,-81.9299,79.2597
950000.0,-6.2059,127.265,95.3097
960000.0,-50.5215,74.9286,110.177
970000.0,127.52,-11.2651,320.706
980000.0,55.7282,27.8583,-28.2894
990000.0,45.522,41.823,62.5314
1000000.0,21.427,-17.5713,94.0834
