time,fx,fy,fz
10000.0,17.396,-35.5916,309.798
20000.0,33.6355,129.414,4.08027
30000.0,1.70565,38.7748,287.242
40000.0,-296.31,-18.9665,-246.091
50000.0,203.916,100.743,-7.91061
60000.0,88.5096,-139.599,-62.1822
70000.0,-70.9584,-16.5262,175.481
80000.0,-81.8373,26.5979,192.995
90000.0,33.2848,260.687,124.938
100000.0,50.1367,-81.9283,-219.456
110000.0,-74.2011,-51.0994,366.728
120000.0,183.665,-10.7414,-419.033
130000.0,-94.9521,-10.0658,-21.7408
140000.0,186.396,-25.3869,-298.03
150000.0,33.8847,378.041,86.1774
160000.0,40.8755,73.3948,-157.151
170000.0,-14.7234,1.4979,-274.058
180000.0,86.5355,-142.149,7.14901
190000.0,54.026,18.2192,7.07283
200000.0,162.842,125.881,4.58942
210000.0,-144.792,78.5202,415.123
220000.0,23.9769,10.3667,192.046
230000.0,47.0999,216.248,326.948
240000.0,-63.3372,-207.495,-123.383
250000.0,95.4198,24.6518,-103.29
260000.0,23.6686,-131.573,-237.3
270000.0,-62.4629,-24.3556,-97.848
280000.0,140.887,-14.0956,-318.33
290000.0,110.212,-7.78451,255.14
300000.0,-162.754,-20.7675,21.5347
310000.0,39.534,-175.766,65.9329
320000.0,-10.328,-20.1245,-8.12803
330000.0,114.498,79.2558,8.94352
340000.0,-38.5574,-2.86231,-182.608
350000.0,-51.5872,-169.78,41.2283
360000.0,-5.72341,-46.0646,497.339
370000.0,-57.3133,-148.617,-175.942
380000.0,61.1852,146.762,5.74453
390000.0,152.922,22.922,277.185
400000.0,110.466,12.8684,6.68987
410000.0,20.8543,68.9858,82.5832
420000.0,147.473,31.4199,68.5958
430000.0,-24.3873,-7.47211,-28.9243
440000.0,17.5326,65.3962,-41.2462
450000.0,136.789,79.4709,18.5917
460000.0,-231.48,-72.1607,-259.969
470000.0,-68.5811,-74.9347,-232.391
480000.0,9.9844,0.00193388,182.434
490000.0,168.308,201.586,205.202
500000.0,-164.789,49.4479,-138.39
510000.0,-11.0583,-79.359,-125.996
520000.0,-56.2058,-66.1987,-4.88622
530000.0,-143.745,-290.272,84.2612
540000.0,-64.189,112.94,-412.445
550000.0,-52.9633,-6.23252,69.9799
560000.0,105.246,71.0825,-58.7336
570000.0,80.0507,-5.74961,-153.172
580000.0,-204.299,-110.861,-239.195
590000.0,-119.196,-22.9374,-145.979
600000.0,-73.6271,-36.7349,-82.792
610000.0,25.8018,-68.3313,34.5489
620000.0,168.501,71.73,315.111
630000.0,96.8004,-137.38,-15.6331
640000.0,51.2802,-36.9641,101.44
650000.0,-29.26,117.002,125.187
660000.0,41.5557,21.7095,131.198
670000.0,16.4298,-135.607,-139.285
680000.0,48.2342,59.8275,-129.34
690000.0,-20.1306,-1.65927,104.647
700000.0,-11.1179,162.871,-82.1771
710000.0,5.73584,48.9803,-66.3376
720000.0,116.342,84.6436,201.559
730000.0,77.9679,-99.4637,72.6642
740000.0,-16.3073,115.477,-397.069
750000.0,23.7493,-119.198,-254.373
760000.0,29.757,-111.228,294.151
770000.0,95.9632,-49.102,69.1345
780000.0,57.3691,-75.4928,95.0845
790000.0,-18.8385,-83.5327,-285.203
800000.0,-44.312,114.096,-268.504
810000.0,6.10719,12.9485,187.489
820000.0,141.767,132.134,-15.0663
830000.0,36.5233,-113.968,218.608
840000.0,-109.221,7.40391,-8.7955
850000.0,-116.587,-105.479,-111.26
860000.0,-53.9872,80.0356,-68.4838
870000.0,25.4005,-9.68269,-193.291
880000.0,4.05874,117.688,276.891
890000.0,35.9736,110.576,40.5881
900000.0,38.6659,24.2652,109.124
910000.0,-22.6437,-90.8523,-182.468
920000.0,145.39,167.84,212.89
930000.0,114.607,230.305,225.368
940000.0,-132.937,267.098,-246.593
950000.0,4.81424,204.931,169.069
960000.0,74.4785,-1.98029,131.271
970000.0,167.799,-28.3405,102.325
980000.0,-131.431,-143.117,129.24
990000.0,34.5251,141.194,-21.0144
1000000.0,-58.5115,-40.9662,352.198
