time,fx,fy,fz
10000.0,37.9785,-46.377,-5.01781
20000.0,-25.1923,116.764,100.954
30000.0,-132.309,46.4662,0.452613
40000.0,-118.038,-180.678,39.7523
50000.0,66.9619,-154.824,-16.1763
60000.0,39.4377,48.2905,122.88
70000.0,-36.513,144.622,141.521
80000.0,41.3906,-52.9296,-113.05
90000.0,87.5954,-355.371,-134.016
100000.0,62.1069,-331.14,-12.9418
110000.0,-29.6485,-207.514,29.9347
120000.0,51.0651,48.8753,214.26
130000.0,-30.3558,-87.6862,111.039
140000.0,-19.1891,-101.542,16.3957
150000.0,31.4946,228.166,62.825
160000.0,72.6016,157.877,245.404
170000.0,-51.273,80.7107,120.843
180000.0,-6.50554,-51.8732,166.521
190000.0,-99.9805,-15.1496,80.3157
200000.0,-2.84018,124.5,153.199
210000.0,-10.5694,49.4165,-121.163
220000.0,76.6604,-117.318,-25.9791
230000.0,-39.6372,-353.089,-240.253
240000.0,94.8607,4.12204,221.004
250000.0,-69.7343,-97.1984,98.5906
260000.0,75.8302,27.1483,-91.6434
270000.0,14.015,-263.515,-120.062
280000.0,82.5521,128.619,-68.4314
290000.0,-215.078,-234.49,159.42
300000.0,-32.5721,-216.643,9.25426
310000.0,-291.247,-59.2485,-147.457
320000.0,-94.7151,167.403,101.19
330000.0,-31.6562,191.53,38.2183
340000.0,-76.5406,-304.418,27.7595
350000.0,40.8715,219.471,190.595
360000.0,-16.789,130.827,81.6738
370000.0,-3.53878,-361.873,41.3077
380000.0,114.79,122.996,-57.5085
390000.0,98.3801,46.8684,28.9748
400000.0,-61.4774,-265.161,34.8323
410000.0,17.2483,-217.049,-203.175
420000.0,124.134,-56.2885,-23.4255
430000.0,8.49718,25.1884,209.349
440000.0,56.6394,303.066,133.318
450000.0,-17.3324,273.075,51.6569
460000.0,91.811,-158.468,-90.1518
470000.0,43.318,-183.616,-330.608
480000.0,-38.5288,71.8076,-38.0418
490000.0,-74.1533,32.746,106.455
500000.0,-5.29005,555.322,161.069
510000.0,197.657,130.341,211.392
520000.0,-45.5467,32.4435,122.818
530000.0,72.2925,355.133,260.956
540000.0,-68.227,2.85476,76.8068
550000.0,-4.19983,281.912,145.133
560000.0,-40.9979,10.3429,-56.6157
570000.0,-172.804,3.38304,27.3493
580000.0,-43.3213,-151.705,-178.609
590000.0,-155.317,319.613,102.633
600000.0,0.818878,-43.5524,16.8267
610000.0,33.869,181.575,-186.449
620000.0,-24.5663,290.097,-179.898
630000.0,-17.4356,-106.852,-102.376
640000.0,-78.1324,349.996,72.5137
650000.0,-3.17801,-252.764,12.3414
660000.0,22.9872,193.605,331.233
670000.0,-32.9413,63.1832,23.4315
680000.0,-0.271954,-180.888,-183.49
690000.0,99.6182,80.834,250.701
700000.0,165.614,-249.974,25.6361
710000.0,-98.8884,-112.342,-12.2985
720000.0,-43.2741,21.1441,166.618
730000.0,52.9253,53.5462,-177.087
740000.0,-27.5452,73.4544,160.566
750000.0,90.4754,-65.3897,288.891
760000.0,29.8493,-102.406,105.209
770000.0,-56.6005,-54.0866,253.927
780000.0,71.6575,81.4278,-150.1
790000.0,103.872,-101.804,372.239
800000.0,-118.818,2.97293,120.189
810000.0,-125.559,-104.586,66.1039
820000.0,-100.062,1.9247,-113.478
830000.0,177.4,122.008,-361.537
840000.0,35.3556,22.0453,-287.674
850000.0,115.569,-168.685,-136.288
860000.0,-311.37,62.9345,111.418
870000.0,83.2471,-17.901,198.619
880000.0,-56.6439,53.145,-118.462
890000.0,-26.3712,45.1126,74.0401
900000.0,-219.053,81.6367,293.661
910000.0,154.408,-40.6789,226.817
920000.0,90.361,114.925,36.4099
930000.0,94.7633,108.259,2.04468
940000.0,-119.927,202.305,-104.708
950000.0,132.717,-50.1028,145.075
960000.0,109.147,76.021,111.637
970000.0,10.4952,257.915,-25.1494
980000.0,96.3226,25.2923,-58.8782
990000.0,68.3091,160.513,23.0838
1000000.0,50.1679,-11.2262,-108.973
