time,fx,fy,fz
10000.0,138.538,-254.5,-39.9428
20000.0,51.869,-36.2039,133.224
30000.0,107.012,141.098,154.361
40000.0,-126.589,15.9406,193.869
50000.0,65.3886,148.642,165.26
60000.0,228.883,35.3638,65.7153
70000.0,-138.261,42.8468,-79.3192
80000.0,-381.872,215.968,109.604
90000.0,157.873,201.04,59.2628
100000.0,8.6883,-32.3031,-12.6723
110000.0,174.7,-184.209,33.6094
120000.0,36.6716,-3.85776,-44.1608
130000.0,-180.718,-86.2378,67.5722
140000.0,4.3276,183.829,186.561
150000.0,-177.964,45.1686,-130.564
160000.0,47.9859,115.334,-19.5354
170000.0,-100.641,-190.708,-49.082
180000.0,-93.1509,282.072,-26.0454
190000.0,25.6991,52.2745,114.932
200000.0,-223.939,377.318,-67.8462
210000.0,-27.954,57.2855,-58.2109
220000.0,-11.4606,65.4346,-136.462
230000.0,-111.334,-108.718,-90.6278
240000.0,-11.4091,-129.894,-7.11016
250000.0,-267.883,190.25,-7.52654
260000.0,112.673,-343.893,213.46
270000.0,-42.0823,113.933,183.471
280000.0,-181.155,133.701,-135.303
290000.0,97.4423,-4.88989,-136.611
300000.0,-215.366,86.156,199.422
310000.0,181.466,-218.967,-24.283
320000.0,-127.167,338.332,-98.7598
330000.0,84.7613,135.007,137.663
340000.0,-74.1516,77.0251,67.107
350000.0,-29.1574,409.427,-43.6207
360000.0,-14.9897,-24.7456,-312.288
370000.0,143.251,-92.2331,131.318
380000.0,35.4806,114.255,-52.4821
390000.0,21.959,24.5944,-87.0755
400000.0,-161.94,68.9918,34.4101
410000.0,-303.889,-14.6163,105.232
420000.0,14.3087,25.8953,43.2226
430000.0,7.87299,45.0758,-70.3278
440000.0,-17.936,0.292724,23.9607
450000.0,-63.0655,-209.656,153.839
460000.0,-136.079,112.828,130.355
470000.0,230.519,-224.356,-271.97
480000.0,267.196,-232.128,160.992
490000.0,-62.9049,-165.31,-13.2269
500000.0,-68.8435,92.406,-11.6587
510000.0,230.957,-73.2421,-215.513
520000.0,29.6943,-62.0277,133.275
530000.0,-45.2592,-60.8298,314.149
540000.0,-63.7186,-16.6366,137.512
550000.0,-77.4313,-59.7755,-91.0914
560000.0,-52.8735,-49.9457,73.2214
570000.0,49.3997,-10.6915,-238.104
580000.0,126.957,-95.0598,122.077
590000.0,95.2198,208.921,40.5784
600000.0,47.8969,-58.6375,113.676
610000.0,-171.248,-321.985,292.134
620000.0,-6.21977,-167.649,-52.8654
630000.0,29.2013,151.477,106.908
640000.0,-145.88,221.445,-161.715
650000.0,108.139,-1.86454,-1.5725
660000.0,26.4088,-5.23779,64.3529
670000.0,99.3607,-61.0278,153.944
680000.0,-224.073,186.765,64.1998
690000.0,-66.6435,-212.473,243.398
700000.0,-53.6122,-98.3645,-253.074
710000.0,81.3459,-72.9602,41.0484
720000.0,89.7621,-196.117,-32.9605
730000.0,30.579,65.2098,-48.001
740000.0,-30.011,128.144,135.701
750000.0,-79.497,4.25273,236.593
760000.0,-240.349,113.492,65.9228
770000.0,-41.6011,72.087,-141.567
780000.0,-19.8887,-132.585,-39.6279
790000.0,84.326,213.524,102.215
800000.0,74.5648,126.782,-38.3622
810000.0,108.151,-248.969,-90.586
820000.0,7.9884,-68.1497,38.3757
830000.0,-313.399,-41.675,15.7341
840000.0,129.296,51.8502,-138.384
850000.0,87.8219,-67.8948,140.881
860000.0,-51.3411,17.4512,-79.2202
870000.0,-120.974,174.122,152.581
880000.0,46.804,112.135,-237.439
890000.0,-174.763,-38.6322,-112.84
900000.0,-14.5931,-16.3056,-40.9039
910000.0,-29.3641,-158.085,-167.43
920000.0,-158.872,29.955,18.6999
930000.0,-10.5291,74.8653,17.8737
940000.0,-80.8053,-151.399,-48.2724
950000.0,-91.0888,102.023,-15.822
960000.0,-162.459,-59.1881,31.3244
970000.0,179.94,116.707,179.753
980000.0,-150.103,35.0741,148.176
990000.0,-224.186,118.644,24.2945
1000000.0,-112.561,74.707,-2.23782
