time,fx,fy,fz
10000.0,227.188,-78.3455,-29.0783
20000.0,233.406,-128.287,88.7685
30000.0,89.9654,-53.5405,-134.906
40000.0,199.855,-70.6029,-94.1947
50000.0,11.4412,0.739921,-8.08636
60000.0,238.164,-223.212,16.1984
70000.0,-352.426,121.176,107.477
80000.0,-378.372,143.597,155.727
90000.0,104.733,-38.3661,181.902
100000.0,33.7012,226.882,90.5871
110000.0,-262.125,88.0813,112.663
120000.0,-81.775,202.359,69.0963
130000.0,198.55,-123.559,49.6093
140000.0,-222.038,122.409,-101.098
150000.0,359.177,-17.4556,-166.811
160000.0,-204.874,118.787,-13.6855
170000.0,245.061,-98.6216,65.6527
180000.0,-69.2139,106.912,92.5775
190000.0,145.772,272.773,-57.2568
200000.0,-46.9086,189.415,209.057
210000.0,-128.675,130.63,47.3403
220000.0,7.88031,69.702,-92.4785
230000.0,93.5399,-22.9643,136.439
240000.0,0.146007,113.217,-43.2784
250000.0,-178.049,-34.9602,-19.6473
260000.0,84.3625,24.6319,-220.823
270000.0,251.186,-6.85337,61.6024
280000.0,581.974,-29.9608,179.488
290000.0,-44.5201,-410.042,-97.7357
300000.0,273.268,150.091,12.1297
310000.0,111.147,160.486,181.852
320000.0,-56.8488,-45.7812,63.4088
330000.0,136.89,-171.428,18.4284
340000.0,487.209,-41.1828,23.1664
350000.0,67.5452,-150.047,80.1166
360000.0,54.9515,198.816,-79.019
370000.0,-410.159,22.4102,46.2254
380000.0,-125.911,-88.8166,105.438
390000.0,121.524,-41.4909,-115.354
400000.0,57.1837,-116.741,-0.121685
410000.0,-347.965,-22.6277,-4.04169
420000.0,-171.66,-47.4789,41.2546
430000.0,-94.918,111.77,-32.1571
440000.0,-176.611,-20.3858,-106.317
450000.0,85.2669,-154.261,68.2435
460000.0,-126.358,-172.753,9.51692
470000.0,-305.176,70.7618,-175.385
480000.0,340.521,-152.993,-26.7495
490000.0,-229.721,-21.6495,177.541
500000.0,-111.928,-52.978,204.719
510000.0,-412.62,-100.729,7.96787
520000.0,253.044,183.705,236.077
530000.0,-199.104,108.549,182.941
540000.0,92.6322,-221.513,-297.007
550000.0,-154.568,-30.2151,102.393
560000.0,-8.7566,-153.248,-196.689
570000.0,-52.5287,-228.601,-122.342
580000.0,318.889,-55.8287,8.87008
590000.0,83.7134,-171.289,-7.59205
600000.0,-3.0762,54.5646,100.768
610000.0,-343.853,-65.2503,182.292
620000.0,28.9058,-43.4755,-111.972
630000.0,198.372,-104.982,-128.002
640000.0,11.1707,123.667,124.927
650000.0,69.481,108.632,-19.9771
660000.0,-49.7533,-54.7125,4.3146
670000.0,81.7817,-9.01825,-28.7941
680000.0,79.3466,-126.536,189.132
690000.0,113.241,16.1018,140.427
700000.0,-92.8631,-77.6006,-56.9502
710000.0,-231.887,-230.305,90.5614
720000.0,-211.411,33.127,49.8153
730000.0,-298.661,-61.4723,-89.4376
740000.0,206.693,-31.3127,47.6402
750000.0,229.596,-43.6878,126.25
760000.0,197.67,75.6719,-17.2526
770000.0,-297.219,-39.1998,44.6297
780000.0,272.503,122.192,54.437
790000.0,58.8971,-78.3789,-154.526
800000.0,13.874,-192.495,87.6493
810000.0,-19.5163,153.922,-77.1283
820000.0,-132.22,174.203,6.64596
830000.0,167.23,-123.993,22.59
840000.0,75.2252,55.0869,47.7083
850000.0,107.164,35.5987,-69.691
860000.0,116.303,-119.294,-277.19
870000.0,122.189,11.1451,-177.006
880000.0,-162.616,-61.1732,91.2844
890000.0,-105.171,255.825,38.0942
900000.0,111.191,121.729,-54.5284
910000.0,74.5224,63.527,-134.538
920000.0,130.835,28.7444,20.3121
930000.0,-173.547,-204.618,44.4598
940000.0,-6.8328,-217.469,3.82703
950000.0,-94.1921,-176.343,-32.4641
960000.0,-228.968,-219.776,-179.337
970000.0,-12.6473,64.3615,185.408
980000.0,45.6024,142.227,-132.943
990000.0,-108.854,-266.796,-120.735
1000000.0,192.027,193.789,73.1535
