# Time-averaged data for fix avgcoord
# TimeStep c_ac1 c_ac2
1000 2.013 5.968
2000 2.03 6.122
3000 2.061 6.169
4000 2.084 6.257
5000 2.084 6.295
6000 2.093 6.342
7000 2.108 6.375
8000 2.1 6.405
9000 2.11 6.39
10000 2.105 6.4
11000 2.11 6.422
12000 2.101 6.44
13000 2.12 6.477
14000 2.125 6.47
15000 2.121 6.483
16000 2.119 6.496
17000 2.124 6.48
18000 2.133 6.521
19000 2.13 6.515
20000 2.133 6.518
21000 2.133 6.553
22000 2.13 6.524
23000 2.126 6.532
24000 2.124 6.535
25000 2.141 6.558
26000 2.132 6.559
27000 2.139 6.584
28000 2.129 6.588
29000 2.13 6.563
30000 2.13 6.59
31000 2.141 6.611
32000 2.143 6.584
33000 2.129 6.6
34000 2.128 6.593
35000 2.141 6.595
36000 2.141 6.607
37000 2.149 6.621
38000 2.149 6.593
39000 2.14 6.621
40000 2.144 6.628
41000 2.144 6.636
42000 2.154 6.642
43000 2.146 6.621
44000 2.156 6.651
45000 2.134 6.631
46000 2.142 6.647
47000 2.156 6.636
48000 2.128 6.633
49000 2.139 6.658
50000 2.151 6.635
51000 2.152 6.628
52000 2.155 6.637
53000 2.156 6.639
54000 2.158 6.656
55000 2.154 6.675
56000 2.159 6.678
57000 2.137 6.685
58000 2.154 6.694
59000 2.152 6.703
60000 2.154 6.687
61000 2.155 6.711
62000 2.167 6.699
63000 2.163 6.704
64000 2.158 6.704
65000 2.157 6.707
66000 2.158 6.696
67000 2.163 6.72
68000 2.156 6.706
69000 2.171 6.701
70000 2.15 6.719
71000 2.159 6.693
72000 2.155 6.719
73000 2.169 6.687
74000 2.17 6.708
75000 2.176 6.715
76000 2.154 6.715
77000 2.163 6.724
78000 2.164 6.718
79000 2.162 6.718
80000 2.167 6.718
81000 2.167 6.707
82000 2.167 6.695
83000 2.167 6.713
84000 2.166 6.703
85000 2.176 6.704
86000 2.162 6.709
87000 2.169 6.719
88000 2.174 6.699
89000 2.16 6.696
90000 2.165 6.707
91000 2.169 6.718
92000 2.168 6.712
93000 2.17 6.697
94000 2.166 6.707
95000 2.16 6.718
96000 2.17 6.715
97000 2.166 6.722
98000 2.178 6.725
99000 2.175 6.727
100000 2.174 6.717
101000 2.17 6.721
102000 2.167 6.706
103000 2.173 6.714
104000 2.169 6.722
