LAMMPS data file via write_data, version 7 Feb 2024, timestep = 1000000, units = lj

200 atoms
2 atom types

0 14.6381 xlo xhi
0 14.6381 ylo yhi
0 14.6381 zlo zhi
0 0 0 xy xz yz

Atoms # sphere

192 2 1 1 9.1897108378031 0.14830910523011714 1.23424053877782 -1 0 1
74 1 2.2 2.35 8.058798707895129 1.2886054381839829 0.4305584838309375 -1 -1 0
11 1 2.2 2.35 3.2323643241022757 2.3838946403367602 0.7557312854040077 0 0 -1
172 2 1 1 10.430211603217902 1.871325526270984 0.39946236354691284 0 1 0
198 2 1 1 4.241702893778478 3.8608353153387878 1.080763630162775 1 0 1
22 1 2.2 2.35 5.946143459785904 2.7761497763479457 0.4775739950843747 -1 0 1
153 2 1 1 0.7621356609441714 4.211429429496721 0.37051535766585564 1 0 0
123 2 1 1 5.507090931074792 4.72275416474543 0.0991791423921701 0 0 0
189 2 1 1 6.9982451972569315 5.113012889666602 0.8488791117779559 0 0 1
184 2 1 1 9.316202868067124 4.502920989152731 0.10590902711876266 0 0 0
35 1 2.2 2.35 10.950556328029052 4.62397544661296 0.9347136673479116 -1 -1 0
85 1 2.2 2.35 14.089408125239595 7.080965744681365 0.2675583738633554 0 0 1
65 1 2.2 2.35 4.816201047023129 8.44918363000125 0.9845874353775964 -1 -1 1
3 1 2.2 2.35 8.629290377325239 8.362544896677566 1.0192637967152756 0 0 0
45 1 2.2 2.35 12.090912376323978 8.436277136344952 0.08403586103651313 0 0 1
142 2 1 1 2.0242237547625517 11.060559574707392 0.2016569177224898 0 -1 1
196 2 1 1 5.099281034072836 11.710751037869738 1.0448024271057874 0 0 0
33 1 2.2 2.35 2.46066754377059 12.133099303969797 1.307021957931041 0 -1 0
183 2 1 1 5.392719051433303 12.625090863649795 1.3266562247435865 0 0 1
156 2 1 1 11.655323068337308 13.0839640347989 0.858681437724292 0 0 0
118 2 1 1 3.2983432651623956 14.161092838627242 0.13997339201408404 0 -1 0
61 1 2.2 2.35 7.570644848670972 13.361262483231561 0.8122763800142778 0 0 0
112 2 1 1 4.59955822498357 1.3943424182863733 2.0136090955676487 0 1 0
84 1 2.2 2.35 11.988496532769037 2.6427564829195496 1.6397524156011236 0 1 0
20 1 2.2 2.35 4.641396949571193 3.12770764531747 2.57195276442912 0 0 0
77 1 2.2 2.35 6.9615432751887925 3.524675783730407 2.540842572946392 -1 0 0
7 1 2.2 2.35 9.625824355065351 6.168927258673237 2.4467406232350726 0 0 0
155 2 1 1 12.53190785108117 6.032682055864872 1.3372772588077768 0 0 1
132 2 1 1 4.405608862644552 7.202516358279857 1.899593024727241 0 1 0
173 2 1 1 11.93711018896578 6.810523682377182 1.6133994509198282 0 0 0
186 2 1 1 12.7163493349218 7.606177760398488 1.9314125667549478 0 0 1
12 1 2.2 2.35 2.975411095085821 9.272091447539133 2.226868334097547 1 -1 0
62 1 2.2 2.35 13.878739304858328 8.65095130716145 2.2739002216789452 -1 0 1
78 1 2.2 2.35 7.337720220263592 10.495610597060585 1.5523059860500539 0 0 1
109 2 1 1 1.404422485250497 10.654617025198952 1.3565369456763634 0 0 0
104 2 1 1 9.439713523751426 10.913997333190126 1.3769917458628784 0 0 1
170 2 1 1 10.313948296777882 11.000951002690481 2.06611827226546 0 0 1
42 1 2.2 2.35 12.200462935735693 11.351923688449013 1.4551352910657196 0 -1 0
31 1 2.2 2.35 3.96136655527897 14.328000675509891 1.5865354856520397 0 0 0
176 2 1 1 0.29331231555174786 1.2441911152663576 3.6677637989084104 0 1 0
68 1 2.2 2.35 2.6870092267705785 0.6624778716429269 3.6987288194989794 1 0 0
87 1 2.2 2.35 7.086377169569382 0.38898322829674503 2.994261862101985 0 1 0
144 2 1 1 5.492392709198856 2.091509157634832 3.810864645817636 1 0 0
37 1 2.2 2.35 13.643222878735703 1.7582214564829248 2.8700540878075516 -1 0 0
187 2 1 1 0.9374998431782648 3.084505031453513 3.3611432078509447 0 0 1
